_ano_pasta,_doc_path,_filename,categorias_gasto_count,fluxo_de_caixa_count,hospital,metricas_unitarias.custo_por_cirurgia,metricas_unitarias.custo_por_consulta,metricas_unitarias.custo_por_internacao,metricas_unitarias.custo_por_leito_mes,observacoes,oss_gestora,periodo.ano,periodo.mes,periodo.tipo_periodo,periodo.trimestre,rubricas_contabeis_detalhadas_count,valores_consolidados.recursos_devolvidos,valores_consolidados.recursos_executados,valores_consolidados.recursos_recebidos_outras_fontes,valores_consolidados.recursos_recebidos_ses,valores_consolidados.saldo_a_pagar,valores_consolidados.saldo_empenhado,valores_consolidados.saldo_final,valores_consolidados.saldo_inicial
2023,C:\OSS-Goias\documentos\FUNEV\HEANA\2023\21_Relatorio_Comparativo_Recursos\1697844107214-Heana.pdf,1697844107214-Heana,8,1,HEANA,,,,,"Relatório Financeiro Mensal - Competência set/2023. Hospital Estadual de Anápolis Dr. Henrique Santillo (HEANA). Contrato de Gestão nº 66/2019, vigência 18/11/2019 a 17/11/2023. Previsão de repasse mensal custeio: R$ 9.601.692,43. Repasse custeio recebido: R$ 11.420.319,76 (inclui parcela referente a meses anteriores ou complementação). Repasse investimento: R$ 171.000,00. Movimentações financeiras de aplicação e resgate atípicas ocasionadas pela transferência para a nova conta corrente 5557-9, aberta em atendimento ao Ofício Circular nº 517/2023 - SES. Total de glosas: R$ 93.622,79.",FUNEV,2023,9,mensal,,14,0.0,8815175.24,171000.0,11420319.76,,,12846228.39,10807899.34
2023,C:\OSS-Goias\documentos\FUNEV\HEANA\2023\21_Relatorio_Comparativo_Recursos\1697844107219-3.9.1 Fluxo de Caixa 09-2023.xlsx,1697844107219-3.9.1 Fluxo de Caixa 09-2023,8,1,HEANA,,,,,"Relatório Mensal Comparativo de Recursos - set/2023. Hospital Estadual de Anápolis Dr. Henrique Santillo (HEANA), gerido pela FUNEV. Contrato de Gestão 66/2019, vigência 18/11/2019 a 17/11/2023. Previsão de repasse mensal custeio: R$ 9.601.692,43. Movimentações atípicas de aplicação e resgate ocorreram em razão da transferência para nova conta corrente 5557-9, conforme Ofício Circular nº 517/2023 - SES. Total de glosas no período: R$ 93.622,79 (servidores cedidos R$ 33.709,58 + ENEL R$ 59.913,21).",FUNEV,2023,9,mensal,,44,0,8815175.238,,11420319.76,,,12846228.392,10807899.34
2023,C:\OSS-Goias\documentos\FUNEV\HEANA\2023\21_Relatorio_Comparativo_Recursos\1700769610090-10. Relatório financeiro mensal Heana.pdf,1700769610090-10. Relatório financeiro mensal Heana,8,1,HEANA,,,,,"Competência: outubro/2023. Contrato de Gestão 66/2019, vigência 18/11/2019 a 17/11/2023. Previsão de repasse mensal custeio: R$ 9.601.692,43. Repasse recebido no mês (custeio): R$ 10.421.866,23. Rendimentos sobre aplicações financeiras: R$ 107.611,65 (custeio 5557-9) + R$ 23.060,34 (TAC). Outras entradas: -R$ 880.000,00 (movimentações financeiras/devolução empréstimo). Total de glosas: R$ 100.965,43 (servidores cedidos R$ 37.923,78 + outras ENEL R$ 63.041,65). Saldo final em 31/10/2023: R$ 12.250.914,58.",FUNEV,2023,10,mensal,,16,0.0,10267852.03,130671.99,10421866.23,,,12250914.58,12846228.39
2023,C:\OSS-Goias\documentos\FUNEV\HEANA\2023\21_Relatorio_Comparativo_Recursos\1700769610094-3.9.1 Fluxo de Caixa Heana 10-2023.xlsx,1700769610094-3.9.1 Fluxo de Caixa Heana 10-2023,8,1,HEANA,,,,,"Relatório mensal de outubro/2023. Hospital Estadual de Anápolis Dr. Henrique Santillo (HEANA), gerido pela FUNEV (CNPJ 07.776.237/0001-08), contrato de gestão 66/2019 vigência 18/11/2019 a 17/11/2023. Previsão de repasse mensal de custeio: R$ 9.601.692,43. Repasse efetivo de custeio recebido no mês: R$ 10.421.866,23 (conta CAIXA C/C 4526-3). Saldo anterior: R$ 12.846.228,39. Total entradas: R$ 9.672.538,22 (inclui rendimentos de aplicação R$ 107.611,65 na C/A 5557-9 e R$ 23.060,34 na C/A 4532-8; outras entradas negativas -R$ 880.000,00). Total resgates: R$ 10.286.181,85. Total aplicações financeiras: R$ 9.500.000,00. Total pagamentos custeio: R$ 10.232.674,03. Total pagamentos investimento: R$ 35.178,00. Valores devolvidos: R$ 0. Saldo bancário final em 31/10/2023: R$ 12.250.914,58 (caixa R$ 3.582,03 + C/C 5557-9 R$ 264.870,70 + Aplic. 5557-9 R$ 9.013.403,73 + Aplic. 4532-8 R$ 2.969.058,12). Total glosas: R$ 100.965,43 (servidores cedidos R$ 37.923,78 + ENEL R$ 63.041,65). Documento assinado em Anápolis, 20 de novembro de 2023.",FUNEV,2023,10,mensal,,15,0.0,10267852.03,,10421866.23,,,12250914.58,12846228.39
2023,C:\OSS-Goias\documentos\FUNEV\HEANA\2023\21_Relatorio_Comparativo_Recursos\1703542848593-Fluxo de Caixa HEANA.pdf,1703542848593-Fluxo de Caixa HEANA,9,1,HEANA,,,,,"Relatório Financeiro Mensal referente a novembro/2023 do Hospital Estadual de Anápolis Dr. Henrique Santillo (HEANA), gerido pela FUNEV. Contrato de Gestão nº 66/2019, vigência 18/11/2019 a 17/11/2023. Previsão de repasse mensal de custeio: R$ 9.601.692,43. Repasses SES incluem custeio (R$ 5.827.679,28) e fundo rescisório (R$ 165.548,99), totalizando R$ 5.993.228,27. Total das glosas: R$ 106.022,62. Saldo bancário final em 30/11/2023: R$ 6.291.004,25. Documento assinado eletronicamente em dezembro de 2023.",FUNEV,2023,11,mensal,,22,0.0,12059006.86,105868.26,5993228.27,,,6291004.25,12250914.58
2023,C:\OSS-Goias\documentos\FUNEV\HEANA\2023\21_Relatorio_Comparativo_Recursos\1703542848595-3.9.1 Fluxo de Caixa HEANA 11-2023.xlsx,1703542848595-3.9.1 Fluxo de Caixa HEANA 11-2023,9,1,HEANA,,,,,"Relatório mensal de novembro/2023. Contrato de Gestão 66/2019, vigência 18/11/2019 a 17/11/2023. Previsão repasse mensal custeio: R$ 9.601.692,43. OSS: FUNEV (CNPJ 07.776.237/0001-08). Unidade: HEANA (CNPJ 07.776.237/0008-84). SES CNPJ: 02.529.964/0001-57. Total glosas: R$ 106.022,62 (servidores cedidos R$ 37.067,02 + ENEL R$ 68.955,60). Saldo anterior total: R$ 12.250.914,58. Total entradas: R$ 6.099.096,53. Total resgates: R$ 11.442.020,22. Total aplicações financeiras: R$ 5.665.548,99. Total pagamentos: R$ 12.059.006,86. Saldo final: R$ 6.291.004,25.",FUNEV,2023,11,mensal,,54,0,12059006.86,,5827679.28,,,6291004.25,12250914.58
2023,C:\OSS-Goias\documentos\FUNEV\HEANA\2023\21_Relatorio_Comparativo_Recursos\1704900100573-Fluxo de caixa_ Heana JAN.pdf,1704900100573-Fluxo de caixa_ Heana JAN,8,1,HEANA,,,,,"Relatório Financeiro Mensal de janeiro/2023 do Hospital Estadual de Anápolis Dr. Henrique Santillo (HEANA), gerido pela FUNEV (Fundação Universitária Evangélica), Contrato de Gestão nº 66/2019. Previsão de repasse mensal de custeio: R$ 6.576.856,86. Repasse efetivo recebido no mês: R$ 9.451.692,43 (inclui competências anteriores). Saldo bancário anterior em 01/01/23: R$ 8.217.128,72. Total de glosas no período: R$ 103.894,61 (servidores cedidos: R$ 36.286,65; ENEL: R$ 67.607,96). Item 2.5 Outras entradas com valor negativo de -R$ 999.677,42 (movimentações financeiras/valores a recuperar/empréstimos).",FUNEV,2023,1,mensal,,15,0.0,8592620.89,,9451692.43,,,8149265.08,8217128.72
2023,C:\OSS-Goias\documentos\FUNEV\HEANA\2023\21_Relatorio_Comparativo_Recursos\1704900100576-HEANA 3.9.1 Fluxo de Caixa 01-2023.xlsx,1704900100576-HEANA 3.9.1 Fluxo de Caixa 01-2023,9,1,HEANA,,,,,"Hospital Estadual de Anápolis Dr. Henrique Santillo (HEANA), gerido pela FUNEV (CNPJ 07.776.237/0001-08), unidade CNPJ 07.776.237/0008-84. Contrato de Gestão 66/2019 vigente de 18/11/2019 a 17/11/2023. Previsão de repasse mensal de custeio: R$ 6.576.856,86. Competência: janeiro/2023. Saldo final calculado pela fórmula: 7=(1+2)-(4+5+6). Total das glosas: R$ 103.894,61 (servidores cedidos R$ 36.286,65 + ENEL R$ 67.607,96). Item 2.5 apresenta valor negativo de -R$ 999.677,42, referente a movimentações financeiras/devoluções de empréstimos. O repasse recebido da SES (item 2.1) foi de R$ 9.451.692,43, superior à previsão mensal de R$ 6.576.856,86.",FUNEV,2023,1,mensal,,37,0.0,8592620.89,,9451692.43,,,8149265.08,8217128.72
2023,"C:\OSS-Goias\documentos\IGH\HEAPA\2023\21_Relatorio_Comparativo_Recursos\2023.01 - HEAPA - Relatório mensal comparativo dos recursos recebidos, gastos e devolvidos ao Poder Público.pdf","2023.01 - HEAPA - Relatório mensal comparativo dos recursos recebidos, gastos e devolvidos ao Poder Público",9,1,HEAPA,,,,,"Competência Janeiro/2023. OSS: Instituto de Gestão e Humanização - IGH. Contrato: 9° Termo Aditivo ao Contrato de Gestão n° 096/2016, vigência 22/09/2022 a 21/09/2023. Previsão de repasse mensal custeio: R$ 7.944.860,24. Repasse investimento: zero. Saldo anterior: 3.821.077,38. Total entradas: 6.886.323,34 (Custeio: 6.344.860,24 + Rendimentos: 18.127,96 + Outras: 523.335,14). Resgates de aplicação: 8.162.108,72. Total aplicações financeiras: 5.937.361,61. Total pagamentos custeio: 7.188.040,52. Total pagamentos investimento: 45.200,00. Total geral pagamentos: 7.233.240,52. Valores devolvidos: zero. Saldo final 31/01/2023: 3.474.160,20. Total glosas: 1.559.469,32. Assinado digitalmente por Ana Cristina Pinho dos Santos em 27/02/2023.",IGH,2023,1,mensal,,19,0.0,7233240.52,541943.14,6344860.24,,,3474160.2,3821077.38
2023,"C:\OSS-Goias\documentos\IGH\HEAPA\2023\21_Relatorio_Comparativo_Recursos\2023.01 - HEAPA - Relatório mensal comparativo dos recursos recebidos, gastos e devolvidos ao Poder.xlsx","2023.01 - HEAPA - Relatório mensal comparativo dos recursos recebidos, gastos e devolvidos ao Poder",9,1,HEAPA,,,,,"Repasse SES custeio: R$ 6.344.860,24 (abaixo da previsão contratual de R$ 7.944.860,24). Repasse investimento: R$ 0. Total de glosas: R$ 1.559.469,32, sendo R$ 1.493.203,16 de servidores cedidos e R$ 66.266,16 de energia. Desbloqueio judicial de R$ 509.679,18 registrado nas entradas. Saldo anterior: R$ 3.821.077,38. Saldo final em 31/01/2023: R$ 3.474.160,20. Recursos devolvidos: R$ 0.",IGH,2023,1,mensal,,12,0.0,7233240.52,541467.1,6344860.24,,,3474160.2,3821077.38
2023,"C:\OSS-Goias\documentos\IGH\HEAPA\2023\21_Relatorio_Comparativo_Recursos\2023.02 - HEAPA - Relatório mensal comparativo dos recursos recebidos, gastos e devolvidos ao Poder Público-Assinado.pdf","2023.02 - HEAPA - Relatório mensal comparativo dos recursos recebidos, gastos e devolvidos ao Poder Público-Assinado",9,1,HEAPA,,,,,"Competência: Fevereiro/2023. Hospital Estadual de Urgências de Aparecida de Goiânia Cairo Louzada (HEAPA). Contrato de Gestão n° 096/2016 - 9° Termo Aditivo. Vigência: 22/09/2022 a 21/09/2023. Previsão de repasse mensal custeio: R$ 7.944.860,24; investimento: R$ 156.112,25. Repasse custeio recebido: R$ 4.984.860,24; repasse investimento: R$ 156.112,25. Total entradas: R$ 5.184.926,76. Total geral de pagamentos: R$ 5.894.846,56 (custeio R$ 5.894.846,56; investimento R$ 0). Valores devolvidos à contratante: R$ 0. Saldo bancário final em 28/02/2023: R$ 2.764.240,40. Glosas: servidores cedidos R$ 1.191.200,94; outras (energia) R$ 64.820,97; total glosas R$ 1.256.021,91. Recursos são mantidos em c/c e aplicação únicas. Nota: recursos_recebidos_ses corresponde à soma dos repasses custeio (4.984.860,24) e investimento (156.112,25) = 5.140.972,49.",IGH,2023,2,mensal,,17,0.0,5894846.56,28937.38,5141.0,,,2764240.4,3474160.2
2023,"C:\OSS-Goias\documentos\IGH\HEAPA\2023\21_Relatorio_Comparativo_Recursos\2023.02 - HEAPA - Relatório mensal comparativo dos recursos recebidos, gastos e devolvidos ao Poder.xlsx","2023.02 - HEAPA - Relatório mensal comparativo dos recursos recebidos, gastos e devolvidos ao Poder",8,1,HEAPA,,,,,"Repasse Custeio: R$ 4.984.860,24; Repasse Investimento: R$ 156.112,25. Total SES: R$ 5.140.972,49. Outras entradas: rendimentos financeiros (R$ 15.016,89) + desbloqueio judicial (R$ 28.937,38) = R$ 43.954,27. Total pagamentos Investimento: R$ 0. Total Glosas: R$ 1.256.021,91 (servidores cedidos R$ 1.191.200,94 + Energia R$ 64.820,97). Saldo anterior: R$ 3.474.160,20. Saldo final em 28/02/2023: R$ 2.764.240,40. Valores devolvidos à contratante: R$ 0.",IGH,2023,2,mensal,,14,0.0,5894846.56,43954.27,5140972.49,,,2764240.4,3474160.2
2023,"C:\OSS-Goias\documentos\IGH\HEAPA\2023\21_Relatorio_Comparativo_Recursos\2023.03 - HEAPA - Relatório mensal comparativo dos recursos recebidos, gastos e devolvidos ao Poder Público-Assinado.pdf","2023.03 - HEAPA - Relatório mensal comparativo dos recursos recebidos, gastos e devolvidos ao Poder Público-Assinado",9,1,HEAPA,,,,,"Repasse Custeio: R$ 6.344.860,24; Repasse Investimento: R$ 2.048.379,15. Total repasses SES = 8.393.239,39. Outras entradas: Recuperação de despesas R$ 52.868,87; Desbloqueio judicial R$ 36.866,09; Rendimentos R$ 21.564,31. Total de pagamentos custeio: R$ 7.090.359,06; Total pagamentos investimento: R$ 1.478.827,78. Valores devolvidos à contratante: zero. Saldo bancário final em 31/03/2023: R$ 2.699.592,22. Glosas totais: R$ 1.270.101,95 (servidores cedidos R$ 1.208.464,30; Outras/Energia R$ 61.637,65). Previsão repasse mensal custeio: R$ 7.966.862,12; investimento: R$ 9.600,00. Contrato: 9° Termo Aditivo ao CG n° 096/2016, vigência 22/09/2022 a 21/09/2023.",IGH,2023,3,mensal,,18,0.0,8569186.84,89734.96,8393239.39,,,2699592.22,2764240.4
2023,"C:\OSS-Goias\documentos\IGH\HEAPA\2023\21_Relatorio_Comparativo_Recursos\2023.03 - HEAPA - Relatório mensal comparativo dos recursos recebidos, gastos e devolvidos ao.xlsx","2023.03 - HEAPA - Relatório mensal comparativo dos recursos recebidos, gastos e devolvidos ao",9,1,HEAPA,,,,,"Repasse Custeio: R$ 6.344.860,24; Repasse Investimento: R$ 2.048.379,15. Total repasses SES: R$ 8.393.239,39. Rendimentos financeiros: R$ 21.564,31. Outras entradas (Recuperação de despesas + Desbloqueio judicial): R$ 89.734,96. Total Glosas: R$ 1.270.101,95 (Servidores cedidos: R$ 1.208.464,30; Energia: R$ 61.637,65). Contrato de Gestão n° 096/2016, 9° Termo Aditivo, vigência 22/09/2022 a 21/09/2023.",IGH,2023,3,mensal,,14,0,8569186.84,89734.96,8393239.39,,,2699592.22,2764240.4
2023,"C:\OSS-Goias\documentos\IGH\HEAPA\2023\21_Relatorio_Comparativo_Recursos\2023.04 - HEAPA - Relatório mensal comparativo dos recursos recebidos, gastos e devolvidos ao Poder Público-Assinado.pdf","2023.04 - HEAPA - Relatório mensal comparativo dos recursos recebidos, gastos e devolvidos ao Poder Público-Assinado",9,1,HEAPA,,,,,"Competência Abril/2023. Repasse custeio SES: R$6.661.989,57; Repasse investimento SES: R$9.600,00. Rendimentos sobre aplicações: R$16.569,64. Outras entradas (recuperação de despesas, desbloqueio judicial): R$60.650,26. Saldo anterior em 01/04/2023: R$2.699.592,22. Saldo final em 30/04/2023: R$2.325.678,71. Valores devolvidos à contratante: zero. Total glosas: zero (informações não repassadas pela SES/GO). 9° Termo Aditivo ao Contrato de Gestão n°096/2016. Previsão repasse mensal custeio: R$7.966.862,12; investimento: R$29.600,00.",IGH,2023,4,mensal,,18,0.0,7122722.98,77219.9,6671589.57,,,2325678.71,2699592.22
2023,"C:\OSS-Goias\documentos\IGH\HEAPA\2023\21_Relatorio_Comparativo_Recursos\2023.04 - HEAPA - Relatório mensal comparativo dos recursos recebidos, gastos e devolvidos ao.xlsx","2023.04 - HEAPA - Relatório mensal comparativo dos recursos recebidos, gastos e devolvidos ao",9,1,HEAPA,,,,,"Repasse Custeio: R$ 6.661.989,57; Repasse Investimento: R$ 9.600,00. Rendimentos financeiros totais: R$ 16.569,64. Outras entradas (Recuperação de despesas: R$ 60.646,26; Desbloqueio judicial: R$ 4,00). Glosas: zero. Contrato de Gestão n° 096/2016 - 9° Termo Aditivo. Vigência: 22/09/2022 a 21/09/2023.",IGH,2023,4,mensal,,14,0,7122722.98,76569.9,6671589.57,,,2325678.71,2699592.22
