_ano_pasta,_doc_path,_filename,frequencia,hospital,indicador,meta,oss_gestora,tipo_documento,unidade
2021,C:\OSS-Goias\documentos\IMED\HSLMB\2021\05_Contrato_Gestao_Aditivos\2021-05_CONTRATO-DE-GESTAO-021-2021-ASSINADO.pdf,2021-05_CONTRATO-DE-GESTAO-021-2021-ASSINADO,outro,HSLMB,Consultas médicas ambulatoriais total no período,4968,IMED,contrato_gestao_inicial,consultas
2021,C:\OSS-Goias\documentos\IMED\HSLMB\2021\05_Contrato_Gestao_Aditivos\2021-05_CONTRATO-DE-GESTAO-021-2021-ASSINADO.pdf,2021-05_CONTRATO-DE-GESTAO-021-2021-ASSINADO,mensal,HSLMB,Procedimentos de vascular ambulatorial,30,IMED,contrato_gestao_inicial,procedimentos/mês
2021,C:\OSS-Goias\documentos\IMED\HSLMB\2021\05_Contrato_Gestao_Aditivos\2021-05_CONTRATO-DE-GESTAO-021-2021-ASSINADO.pdf,2021-05_CONTRATO-DE-GESTAO-021-2021-ASSINADO,outro,HSLMB,Procedimentos de vascular total no período,180,IMED,contrato_gestao_inicial,procedimentos
2021,C:\OSS-Goias\documentos\IMED\HSLMB\2021\05_Contrato_Gestao_Aditivos\2021-05_CONTRATO-DE-GESTAO-021-2021-ASSINADO.pdf,2021-05_CONTRATO-DE-GESTAO-021-2021-ASSINADO,mensal,HSLMB,Pequenos procedimentos,60,IMED,contrato_gestao_inicial,procedimentos/mês
2021,C:\OSS-Goias\documentos\IMED\HSLMB\2021\05_Contrato_Gestao_Aditivos\2021-05_CONTRATO-DE-GESTAO-021-2021-ASSINADO.pdf,2021-05_CONTRATO-DE-GESTAO-021-2021-ASSINADO,outro,HSLMB,Pequenos procedimentos total no período,360,IMED,contrato_gestao_inicial,procedimentos
2021,C:\OSS-Goias\documentos\IMED\HSLMB\2021\05_Contrato_Gestao_Aditivos\2021-05_CONTRATO-DE-GESTAO-021-2021-ASSINADO.pdf,2021-05_CONTRATO-DE-GESTAO-021-2021-ASSINADO,mensal,HSLMB,"SADT Externo (Eletrocardiograma, Raio x, Tomografia, Ultrassom/doppler)",300,IMED,contrato_gestao_inicial,exames/mês
2021,C:\OSS-Goias\documentos\IMED\HSLMB\2021\05_Contrato_Gestao_Aditivos\2021-05_CONTRATO-DE-GESTAO-021-2021-ASSINADO.pdf,2021-05_CONTRATO-DE-GESTAO-021-2021-ASSINADO,outro,HSLMB,SADT Externo total no período,1800,IMED,contrato_gestao_inicial,exames
2021,C:\OSS-Goias\documentos\IMED\HSLMB\2021\05_Contrato_Gestao_Aditivos\2021-05_CONTRATO-DE-GESTAO-021-2021-ASSINADO.pdf,2021-05_CONTRATO-DE-GESTAO-021-2021-ASSINADO,outro,HSLMB,Leitos de internação total,50,IMED,contrato_gestao_inicial,leitos
2021,C:\OSS-Goias\documentos\IMED\HSLMB\2021\05_Contrato_Gestao_Aditivos\2021-05_CONTRATO-DE-GESTAO-021-2021-ASSINADO.pdf,2021-05_CONTRATO-DE-GESTAO-021-2021-ASSINADO,outro,HSLMB,Leitos Clínica Médica (geral e COVID-19),12,IMED,contrato_gestao_inicial,leitos
2021,C:\OSS-Goias\documentos\IMED\HSLMB\2021\05_Contrato_Gestao_Aditivos\2021-05_CONTRATO-DE-GESTAO-021-2021-ASSINADO.pdf,2021-05_CONTRATO-DE-GESTAO-021-2021-ASSINADO,outro,HSLMB,Leitos Cirúrgica,12,IMED,contrato_gestao_inicial,leitos
2021,C:\OSS-Goias\documentos\IMED\HSLMB\2021\05_Contrato_Gestao_Aditivos\2021-05_CONTRATO-DE-GESTAO-021-2021-ASSINADO.pdf,2021-05_CONTRATO-DE-GESTAO-021-2021-ASSINADO,outro,HSLMB,Leitos Obstetrícia,8,IMED,contrato_gestao_inicial,leitos
2021,C:\OSS-Goias\documentos\IMED\HSLMB\2021\05_Contrato_Gestao_Aditivos\2021-05_CONTRATO-DE-GESTAO-021-2021-ASSINADO.pdf,2021-05_CONTRATO-DE-GESTAO-021-2021-ASSINADO,outro,HSLMB,Leitos Pediatria,8,IMED,contrato_gestao_inicial,leitos
2021,C:\OSS-Goias\documentos\IMED\HSLMB\2021\05_Contrato_Gestao_Aditivos\2021-05_CONTRATO-DE-GESTAO-021-2021-ASSINADO.pdf,2021-05_CONTRATO-DE-GESTAO-021-2021-ASSINADO,outro,HSLMB,Leitos UTI,10,IMED,contrato_gestao_inicial,leitos
2021,C:\OSS-Goias\documentos\IMED\HSLMB\2021\05_Contrato_Gestao_Aditivos\2021-10_1-TERMO-ADITIVO-AO-CONTRATO-DE-GESTAO-EMERGENCIAL-N-46-2021.pdf,2021-10_1-TERMO-ADITIVO-AO-CONTRATO-DE-GESTAO-EMERGENCIAL-N-46-2021,,HSLMB,Enfermaria Covid (leitos),16,IMED,termo_aditivo,leitos
2021,C:\OSS-Goias\documentos\IMED\HSLMB\2021\05_Contrato_Gestao_Aditivos\2021-10_1-TERMO-ADITIVO-AO-CONTRATO-DE-GESTAO-EMERGENCIAL-N-46-2021.pdf,2021-10_1-TERMO-ADITIVO-AO-CONTRATO-DE-GESTAO-EMERGENCIAL-N-46-2021,,HSLMB,Enfermaria Cirúrgica (leitos),8,IMED,termo_aditivo,leitos
2021,C:\OSS-Goias\documentos\IMED\HSLMB\2021\05_Contrato_Gestao_Aditivos\2021-10_Contrato-GestOo-Emeregncia_046-2021.pdf,2021-10_Contrato-GestOo-Emeregncia_046-2021,mensal,HSLMB,Saídas hospitalares - Clínica Médica,78,IMED,contrato_gestao_inicial,saídas/mês
2021,C:\OSS-Goias\documentos\IMED\HSLMB\2021\05_Contrato_Gestao_Aditivos\2021-10_Contrato-GestOo-Emeregncia_046-2021.pdf,2021-10_Contrato-GestOo-Emeregncia_046-2021,mensal,HSLMB,Saídas hospitalares - Obstetrícia,52,IMED,contrato_gestao_inicial,saídas/mês
2021,C:\OSS-Goias\documentos\IMED\HSLMB\2021\05_Contrato_Gestao_Aditivos\2021-10_Contrato-GestOo-Emeregncia_046-2021.pdf,2021-10_Contrato-GestOo-Emeregncia_046-2021,mensal,HSLMB,Paciente-dia - Leitos de UTI,274,IMED,contrato_gestao_inicial,paciente-dia/mês
2021,C:\OSS-Goias\documentos\IMED\HSLMB\2021\05_Contrato_Gestao_Aditivos\2021-10_Contrato-GestOo-Emeregncia_046-2021.pdf,2021-10_Contrato-GestOo-Emeregncia_046-2021,mensal,HSLMB,Paciente-dia - Leitos de Enfermaria,620,IMED,contrato_gestao_inicial,paciente-dia/mês
2021,C:\OSS-Goias\documentos\IMED\HSLMB\2021\05_Contrato_Gestao_Aditivos\2021-10_Contrato-GestOo-Emeregncia_046-2021.pdf,2021-10_Contrato-GestOo-Emeregncia_046-2021,,HSLMB,Leitos UTI Adulto COVID,10,IMED,contrato_gestao_inicial,leitos
2021,C:\OSS-Goias\documentos\IMED\HSLMB\2021\05_Contrato_Gestao_Aditivos\2021-10_Contrato-GestOo-Emeregncia_046-2021.pdf,2021-10_Contrato-GestOo-Emeregncia_046-2021,,HSLMB,Leitos Enfermaria Adulto COVID,24,IMED,contrato_gestao_inicial,leitos
2021,C:\OSS-Goias\documentos\IMED\HSLMB\2021\05_Contrato_Gestao_Aditivos\2021-10_Contrato-GestOo-Emeregncia_046-2021.pdf,2021-10_Contrato-GestOo-Emeregncia_046-2021,,HSLMB,Leitos Clínico Adulto,12,IMED,contrato_gestao_inicial,leitos
2021,C:\OSS-Goias\documentos\IMED\HSLMB\2021\05_Contrato_Gestao_Aditivos\2021-10_Contrato-GestOo-Emeregncia_046-2021.pdf,2021-10_Contrato-GestOo-Emeregncia_046-2021,,HSLMB,Leitos Obstetrícia,4,IMED,contrato_gestao_inicial,leitos
2022,C:\OSS-Goias\documentos\IMED\HSLMB\2022\05_Contrato_Gestao_Aditivos\2022-05_Contrato-024-22.pdf,2022-05_Contrato-024-22,mensal,HSLMB,Saídas hospitalares - Clínica Médica,103,IMED,contrato_gestao_inicial,saídas/mês
2022,C:\OSS-Goias\documentos\IMED\HSLMB\2022\05_Contrato_Gestao_Aditivos\2022-05_Contrato-024-22.pdf,2022-05_Contrato-024-22,mensal,HSLMB,Saídas hospitalares - Cirúrgica,172,IMED,contrato_gestao_inicial,saídas/mês
2022,C:\OSS-Goias\documentos\IMED\HSLMB\2022\05_Contrato_Gestao_Aditivos\2022-05_Contrato-024-22.pdf,2022-05_Contrato-024-22,mensal,HSLMB,Saídas hospitalares - Obstétrica,51,IMED,contrato_gestao_inicial,saídas/mês
2022,C:\OSS-Goias\documentos\IMED\HSLMB\2022\05_Contrato_Gestao_Aditivos\2022-05_Contrato-024-22.pdf,2022-05_Contrato-024-22,mensal,HSLMB,Cirurgias Ambulatoriais,176,IMED,contrato_gestao_inicial,cirurgias/mês
2022,C:\OSS-Goias\documentos\IMED\HSLMB\2022\05_Contrato_Gestao_Aditivos\2022-05_Contrato-024-22.pdf,2022-05_Contrato-024-22,mensal,HSLMB,Consulta médica na atenção especializada,870,IMED,contrato_gestao_inicial,consultas/mês
2022,C:\OSS-Goias\documentos\IMED\HSLMB\2022\05_Contrato_Gestao_Aditivos\2022-05_Contrato-024-22.pdf,2022-05_Contrato-024-22,mensal,HSLMB,Consulta multiprofissional na atenção especializada,396,IMED,contrato_gestao_inicial,consultas/mês
2022,C:\OSS-Goias\documentos\IMED\HSLMB\2022\05_Contrato_Gestao_Aditivos\2022-05_Contrato-024-22.pdf,2022-05_Contrato-024-22,mensal,HSLMB,SADT Externo - Eletrocardiograma,20,IMED,contrato_gestao_inicial,exames/mês
2022,C:\OSS-Goias\documentos\IMED\HSLMB\2022\05_Contrato_Gestao_Aditivos\2022-05_Contrato-024-22.pdf,2022-05_Contrato-024-22,mensal,HSLMB,SADT Externo - Raio-x,2000,IMED,contrato_gestao_inicial,exames/mês
2022,C:\OSS-Goias\documentos\IMED\HSLMB\2022\05_Contrato_Gestao_Aditivos\2022-05_Contrato-024-22.pdf,2022-05_Contrato-024-22,mensal,HSLMB,SADT Externo - Tomografia Computadorizada,600,IMED,contrato_gestao_inicial,exames/mês
2022,C:\OSS-Goias\documentos\IMED\HSLMB\2022\05_Contrato_Gestao_Aditivos\2022-05_Contrato-024-22.pdf,2022-05_Contrato-024-22,mensal,HSLMB,SADT Externo - Ultrassonografia/Doppler,100,IMED,contrato_gestao_inicial,exames/mês
2022,C:\OSS-Goias\documentos\IMED\HSLMB\2022\05_Contrato_Gestao_Aditivos\2022-05_Contrato-024-22.pdf,2022-05_Contrato-024-22,mensal,HSLMB,SADT Externo - Ultrassonografia,400,IMED,contrato_gestao_inicial,exames/mês
2022,C:\OSS-Goias\documentos\IMED\HSLMB\2022\05_Contrato_Gestao_Aditivos\2022-05_Contrato-024-22.pdf,2022-05_Contrato-024-22,,HSLMB,Leitos - UTI Adulto,10,IMED,contrato_gestao_inicial,leitos
2022,C:\OSS-Goias\documentos\IMED\HSLMB\2022\05_Contrato_Gestao_Aditivos\2022-05_Contrato-024-22.pdf,2022-05_Contrato-024-22,,HSLMB,Leitos - Clínico Adulto,16,IMED,contrato_gestao_inicial,leitos
2022,C:\OSS-Goias\documentos\IMED\HSLMB\2022\05_Contrato_Gestao_Aditivos\2022-05_Contrato-024-22.pdf,2022-05_Contrato-024-22,,HSLMB,Leitos - Clínica Cirúrgica,20,IMED,contrato_gestao_inicial,leitos
2022,C:\OSS-Goias\documentos\IMED\HSLMB\2022\05_Contrato_Gestao_Aditivos\2022-05_Contrato-024-22.pdf,2022-05_Contrato-024-22,,HSLMB,Leitos - Obstetrícia,4,IMED,contrato_gestao_inicial,leitos
2022,C:\OSS-Goias\documentos\Instituto Patris\HEL\2022\05_Contrato_Gestao_Aditivos\id133_1. Contrato nº 45_2022 - SES (VIGENTE).pdf,id133_1. Contrato nº 45_2022 - SES (VIGENTE),mensal,HEL,Saídas Clínica Médica,200,Instituto Patris,contrato_gestao_inicial,saídas
2022,C:\OSS-Goias\documentos\Instituto Patris\HEL\2022\05_Contrato_Gestao_Aditivos\id133_1. Contrato nº 45_2022 - SES (VIGENTE).pdf,id133_1. Contrato nº 45_2022 - SES (VIGENTE),mensal,HEL,Saídas Obstetrícia,104,Instituto Patris,contrato_gestao_inicial,saídas
2022,C:\OSS-Goias\documentos\Instituto Patris\HEL\2022\05_Contrato_Gestao_Aditivos\id133_1. Contrato nº 45_2022 - SES (VIGENTE).pdf,id133_1. Contrato nº 45_2022 - SES (VIGENTE),mensal,HEL,Saídas Cirúrgica Programada,104,Instituto Patris,contrato_gestao_inicial,saídas
2022,C:\OSS-Goias\documentos\Instituto Patris\HEL\2022\05_Contrato_Gestao_Aditivos\id133_1. Contrato nº 45_2022 - SES (VIGENTE).pdf,id133_1. Contrato nº 45_2022 - SES (VIGENTE),mensal,HEL,Saídas Cirúrgicas,129,Instituto Patris,contrato_gestao_inicial,saídas
2022,C:\OSS-Goias\documentos\Instituto Patris\HEL\2022\05_Contrato_Gestao_Aditivos\id133_1. Contrato nº 45_2022 - SES (VIGENTE).pdf,id133_1. Contrato nº 45_2022 - SES (VIGENTE),mensal,HEL,Cirurgias Programadas,104,Instituto Patris,contrato_gestao_inicial,cirurgias
2022,C:\OSS-Goias\documentos\Instituto Patris\HEL\2022\05_Contrato_Gestao_Aditivos\id133_1. Contrato nº 45_2022 - SES (VIGENTE).pdf,id133_1. Contrato nº 45_2022 - SES (VIGENTE),mensal,HEL,Cirurgia ambulatorial,176,Instituto Patris,contrato_gestao_inicial,cirurgias
2022,C:\OSS-Goias\documentos\Instituto Patris\HEL\2022\05_Contrato_Gestao_Aditivos\id133_1. Contrato nº 45_2022 - SES (VIGENTE).pdf,id133_1. Contrato nº 45_2022 - SES (VIGENTE),mensal,HEL,Consulta médica na atenção especializada,1114,Instituto Patris,contrato_gestao_inicial,consultas
2022,C:\OSS-Goias\documentos\Instituto Patris\HEL\2022\05_Contrato_Gestao_Aditivos\id133_1. Contrato nº 45_2022 - SES (VIGENTE).pdf,id133_1. Contrato nº 45_2022 - SES (VIGENTE),mensal,HEL,Consulta de Multiprofissionais na atenção especializada,792,Instituto Patris,contrato_gestao_inicial,consultas
2022,C:\OSS-Goias\documentos\Instituto Patris\HEL\2022\05_Contrato_Gestao_Aditivos\id133_1. Contrato nº 45_2022 - SES (VIGENTE).pdf,id133_1. Contrato nº 45_2022 - SES (VIGENTE),mensal,HEL,Colonoscopia (SADT Externo),60,Instituto Patris,contrato_gestao_inicial,exames
2022,C:\OSS-Goias\documentos\Instituto Patris\HEL\2022\05_Contrato_Gestao_Aditivos\id133_1. Contrato nº 45_2022 - SES (VIGENTE).pdf,id133_1. Contrato nº 45_2022 - SES (VIGENTE),mensal,HEL,Ecocardiograma (SADT Externo),40,Instituto Patris,contrato_gestao_inicial,exames
2022,C:\OSS-Goias\documentos\Instituto Patris\HEL\2022\05_Contrato_Gestao_Aditivos\id133_1. Contrato nº 45_2022 - SES (VIGENTE).pdf,id133_1. Contrato nº 45_2022 - SES (VIGENTE),mensal,HEL,Eletrocardiograma (SADT Externo),80,Instituto Patris,contrato_gestao_inicial,exames
2022,C:\OSS-Goias\documentos\Instituto Patris\HEL\2022\05_Contrato_Gestao_Aditivos\id133_1. Contrato nº 45_2022 - SES (VIGENTE).pdf,id133_1. Contrato nº 45_2022 - SES (VIGENTE),mensal,HEL,Endoscopia (SADT Externo),50,Instituto Patris,contrato_gestao_inicial,exames
2022,C:\OSS-Goias\documentos\Instituto Patris\HEL\2022\05_Contrato_Gestao_Aditivos\id133_1. Contrato nº 45_2022 - SES (VIGENTE).pdf,id133_1. Contrato nº 45_2022 - SES (VIGENTE),mensal,HEL,Raio-x (SADT Externo),80,Instituto Patris,contrato_gestao_inicial,exames
2022,C:\OSS-Goias\documentos\Instituto Patris\HEL\2022\05_Contrato_Gestao_Aditivos\id133_1. Contrato nº 45_2022 - SES (VIGENTE).pdf,id133_1. Contrato nº 45_2022 - SES (VIGENTE),mensal,HEL,Tomografia Computadorizada (SADT Externo),600,Instituto Patris,contrato_gestao_inicial,exames
2022,C:\OSS-Goias\documentos\Instituto Patris\HEL\2022\05_Contrato_Gestao_Aditivos\id133_1. Contrato nº 45_2022 - SES (VIGENTE).pdf,id133_1. Contrato nº 45_2022 - SES (VIGENTE),mensal,HEL,Ultrassonografia/Doppler (SADT Externo),40,Instituto Patris,contrato_gestao_inicial,exames
2022,C:\OSS-Goias\documentos\Instituto Patris\HEL\2022\05_Contrato_Gestao_Aditivos\id133_1. Contrato nº 45_2022 - SES (VIGENTE).pdf,id133_1. Contrato nº 45_2022 - SES (VIGENTE),mensal,HEL,Ultrassonografia (SADT Externo),400,Instituto Patris,contrato_gestao_inicial,exames
2022,C:\OSS-Goias\documentos\Instituto Patris\HEL\2022\05_Contrato_Gestao_Aditivos\id133_1. Contrato nº 45_2022 - SES (VIGENTE).pdf,id133_1. Contrato nº 45_2022 - SES (VIGENTE),mensal,HEL,Hospital Dia - Atendimentos,176,Instituto Patris,contrato_gestao_inicial,atendimentos
2022,C:\OSS-Goias\documentos\Instituto Patris\HEL\2022\05_Contrato_Gestao_Aditivos\id3888_1.16.1 Primeiro Termo Aditivo ao Contrato de Gestão nº 45_2022-SES_GO.pdf,id3888_1.16.1 Primeiro Termo Aditivo ao Contrato de Gestão nº 45_2022-SES_GO,mensal,HEL,Saídas Clínicas,155,Instituto Patris,termo_aditivo,saídas
2022,C:\OSS-Goias\documentos\Instituto Patris\HEL\2022\05_Contrato_Gestao_Aditivos\id3888_1.16.1 Primeiro Termo Aditivo ao Contrato de Gestão nº 45_2022-SES_GO.pdf,id3888_1.16.1 Primeiro Termo Aditivo ao Contrato de Gestão nº 45_2022-SES_GO,mensal,HEL,Saídas Cirúrgicas,203,Instituto Patris,termo_aditivo,saídas
2022,C:\OSS-Goias\documentos\Instituto Patris\HEL\2022\05_Contrato_Gestao_Aditivos\id3888_1.16.1 Primeiro Termo Aditivo ao Contrato de Gestão nº 45_2022-SES_GO.pdf,id3888_1.16.1 Primeiro Termo Aditivo ao Contrato de Gestão nº 45_2022-SES_GO,mensal,HEL,Saídas Obstétricas,127,Instituto Patris,termo_aditivo,saídas
2022,C:\OSS-Goias\documentos\Instituto Patris\HEL\2022\05_Contrato_Gestao_Aditivos\id3888_1.16.1 Primeiro Termo Aditivo ao Contrato de Gestão nº 45_2022-SES_GO.pdf,id3888_1.16.1 Primeiro Termo Aditivo ao Contrato de Gestão nº 45_2022-SES_GO,mensal,HEL,Cirurgia eletiva hospitalar de alto giro,6,Instituto Patris,termo_aditivo,cirurgias
2022,C:\OSS-Goias\documentos\Instituto Patris\HEL\2022\05_Contrato_Gestao_Aditivos\id3888_1.16.1 Primeiro Termo Aditivo ao Contrato de Gestão nº 45_2022-SES_GO.pdf,id3888_1.16.1 Primeiro Termo Aditivo ao Contrato de Gestão nº 45_2022-SES_GO,mensal,HEL,Cirurgia eletiva hospitalar de alto custo,6,Instituto Patris,termo_aditivo,cirurgias
2022,C:\OSS-Goias\documentos\Instituto Patris\HEL\2022\05_Contrato_Gestao_Aditivos\id3888_1.16.1 Primeiro Termo Aditivo ao Contrato de Gestão nº 45_2022-SES_GO.pdf,id3888_1.16.1 Primeiro Termo Aditivo ao Contrato de Gestão nº 45_2022-SES_GO,mensal,HEL,Cirurgia eletiva hospitalar de média ou alta complexidade,49,Instituto Patris,termo_aditivo,cirurgias
2022,C:\OSS-Goias\documentos\Instituto Patris\HEL\2022\05_Contrato_Gestao_Aditivos\id3888_1.16.1 Primeiro Termo Aditivo ao Contrato de Gestão nº 45_2022-SES_GO.pdf,id3888_1.16.1 Primeiro Termo Aditivo ao Contrato de Gestão nº 45_2022-SES_GO,mensal,HEL,Consulta Médica na Atenção Especializada,1250,Instituto Patris,termo_aditivo,consultas
2022,C:\OSS-Goias\documentos\Instituto Patris\HEL\2022\05_Contrato_Gestao_Aditivos\id3888_1.16.1 Primeiro Termo Aditivo ao Contrato de Gestão nº 45_2022-SES_GO.pdf,id3888_1.16.1 Primeiro Termo Aditivo ao Contrato de Gestão nº 45_2022-SES_GO,mensal,HEL,Consulta Multiprofissionais,950,Instituto Patris,termo_aditivo,consultas
2022,C:\OSS-Goias\documentos\Instituto Patris\HEL\2022\05_Contrato_Gestao_Aditivos\id3888_1.16.1 Primeiro Termo Aditivo ao Contrato de Gestão nº 45_2022-SES_GO.pdf,id3888_1.16.1 Primeiro Termo Aditivo ao Contrato de Gestão nº 45_2022-SES_GO,mensal,HEL,Procedimentos Ambulatoriais,180,Instituto Patris,termo_aditivo,procedimentos
2022,C:\OSS-Goias\documentos\Instituto Patris\HEL\2022\05_Contrato_Gestao_Aditivos\id3888_1.16.1 Primeiro Termo Aditivo ao Contrato de Gestão nº 45_2022-SES_GO.pdf,id3888_1.16.1 Primeiro Termo Aditivo ao Contrato de Gestão nº 45_2022-SES_GO,mensal,HEL,Colonoscopia (SADT Externo),80,Instituto Patris,termo_aditivo,exames
2022,C:\OSS-Goias\documentos\Instituto Patris\HEL\2022\05_Contrato_Gestao_Aditivos\id3888_1.16.1 Primeiro Termo Aditivo ao Contrato de Gestão nº 45_2022-SES_GO.pdf,id3888_1.16.1 Primeiro Termo Aditivo ao Contrato de Gestão nº 45_2022-SES_GO,mensal,HEL,Ecocardiograma (SADT Externo),45,Instituto Patris,termo_aditivo,exames
2022,C:\OSS-Goias\documentos\Instituto Patris\HEL\2022\05_Contrato_Gestao_Aditivos\id3888_1.16.1 Primeiro Termo Aditivo ao Contrato de Gestão nº 45_2022-SES_GO.pdf,id3888_1.16.1 Primeiro Termo Aditivo ao Contrato de Gestão nº 45_2022-SES_GO,mensal,HEL,Eletrocardiograma (SADT Externo),10,Instituto Patris,termo_aditivo,exames
2022,C:\OSS-Goias\documentos\Instituto Patris\HEL\2022\05_Contrato_Gestao_Aditivos\id3888_1.16.1 Primeiro Termo Aditivo ao Contrato de Gestão nº 45_2022-SES_GO.pdf,id3888_1.16.1 Primeiro Termo Aditivo ao Contrato de Gestão nº 45_2022-SES_GO,mensal,HEL,Endoscopia (SADT Externo),70,Instituto Patris,termo_aditivo,exames
2022,C:\OSS-Goias\documentos\Instituto Patris\HEL\2022\05_Contrato_Gestao_Aditivos\id3888_1.16.1 Primeiro Termo Aditivo ao Contrato de Gestão nº 45_2022-SES_GO.pdf,id3888_1.16.1 Primeiro Termo Aditivo ao Contrato de Gestão nº 45_2022-SES_GO,mensal,HEL,Radiografia (SADT Externo),10,Instituto Patris,termo_aditivo,exames
2022,C:\OSS-Goias\documentos\Instituto Patris\HEL\2022\05_Contrato_Gestao_Aditivos\id3888_1.16.1 Primeiro Termo Aditivo ao Contrato de Gestão nº 45_2022-SES_GO.pdf,id3888_1.16.1 Primeiro Termo Aditivo ao Contrato de Gestão nº 45_2022-SES_GO,mensal,HEL,Tomografia Computadorizada (SADT Externo),200,Instituto Patris,termo_aditivo,exames
2022,C:\OSS-Goias\documentos\Instituto Patris\HEL\2022\05_Contrato_Gestao_Aditivos\id3888_1.16.1 Primeiro Termo Aditivo ao Contrato de Gestão nº 45_2022-SES_GO.pdf,id3888_1.16.1 Primeiro Termo Aditivo ao Contrato de Gestão nº 45_2022-SES_GO,mensal,HEL,Ultrassonografia/Doppler (SADT Externo),80,Instituto Patris,termo_aditivo,exames
2022,C:\OSS-Goias\documentos\Instituto Patris\HEL\2022\05_Contrato_Gestao_Aditivos\id3888_1.16.1 Primeiro Termo Aditivo ao Contrato de Gestão nº 45_2022-SES_GO.pdf,id3888_1.16.1 Primeiro Termo Aditivo ao Contrato de Gestão nº 45_2022-SES_GO,mensal,HEL,Ultrassonografia (SADT Externo),300,Instituto Patris,termo_aditivo,exames
2022,C:\OSS-Goias\documentos\Instituto Patris\HEL\2022\05_Contrato_Gestao_Aditivos\id3888_1.16.1 Primeiro Termo Aditivo ao Contrato de Gestão nº 45_2022-SES_GO.pdf,id3888_1.16.1 Primeiro Termo Aditivo ao Contrato de Gestão nº 45_2022-SES_GO,mensal,HEL,Disponibilidade do farmacêutico 24 horas durante todo o mês,100,Instituto Patris,termo_aditivo,%
