_ano_pasta,_doc_path,_filename,descricao,fonte_dados,hospital,meta,nome,oss_gestora,peso,tipo_documento
2021,C:\OSS-Goias\documentos\IMED\HSLMB\2021\05_Contrato_Gestao_Aditivos\2021-10_Contrato-GestOo-Emeregncia_046-2021.pdf,2021-10_Contrato-GestOo-Emeregncia_046-2021,Mede o total de cirurgias programadas suspensas por motivos relacionados à organização da Unidade.,Mapas cirúrgicos,HSLMB,≤1%,Percentual de Suspensão de Cirurgias Programadas por condições operacionais (causas relacionadas à organização da Unidade),IMED,0,contrato_gestao_inicial
2021,C:\OSS-Goias\documentos\IMED\HSLMB\2021\05_Contrato_Gestao_Aditivos\2021-10_Contrato-GestOo-Emeregncia_046-2021.pdf,2021-10_Contrato-GestOo-Emeregncia_046-2021,Mede o total de cirurgias programadas suspensas por motivos relacionados ao paciente.,Mapas cirúrgicos,HSLMB,≤5%,Percentual de Suspensão de Cirurgias Programadas por condições operacionais (causas relacionadas ao paciente),IMED,0,contrato_gestao_inicial
2021,C:\OSS-Goias\documentos\IMED\HSLMB\2021\05_Contrato_Gestao_Aditivos\2021-10_Contrato-GestOo-Emeregncia_046-2021.pdf,2021-10_Contrato-GestOo-Emeregncia_046-2021,Mede o percentual de cirurgias cesáreas realizadas em relação ao número total de partos.,SIH/SUS,HSLMB,≤15%,Percentual de partos cesáreos,IMED,0,contrato_gestao_inicial
2021,C:\OSS-Goias\documentos\IMED\HSLMB\2021\05_Contrato_Gestao_Aditivos\2021-10_Contrato-GestOo-Emeregncia_046-2021.pdf,2021-10_Contrato-GestOo-Emeregncia_046-2021,Instrumento para identificação de grupos de mulheres clinicamente relevantes com diferenças nas taxas de cesárea.,Registros hospitalares,HSLMB,100%,Taxa de Aplicação da Classificação de Robson nas parturientes submetidas à cesárea,IMED,0,contrato_gestao_inicial
2021,C:\OSS-Goias\documentos\IMED\HSLMB\2021\05_Contrato_Gestao_Aditivos\2021-10_Contrato-GestOo-Emeregncia_046-2021.pdf,2021-10_Contrato-GestOo-Emeregncia_046-2021,Monitora e avalia reações adversas a medicamentos quanto à gravidade pelo farmacêutico.,Registros de farmacovigilância,HSLMB,≥95%,Percentual de investigação da gravidade de reações adversas a medicamentos (Farmacovigilância),IMED,0,contrato_gestao_inicial
2021,C:\OSS-Goias\documentos\IMED\HSLMB\2021\05_Contrato_Gestao_Aditivos\2021-10_Contrato-GestOo-Emeregncia_046-2021.pdf,2021-10_Contrato-GestOo-Emeregncia_046-2021,Analisa a satisfação dos usuários do SUS em relação ao atendimento prestado pela unidade hospitalar.,Sistema de Ouvidoria do SUS,HSLMB,<5%,Percentual de manifestações queixosas recebidas no sistema de ouvidoria do SUS,IMED,0,contrato_gestao_inicial
2022,C:\OSS-Goias\documentos\IMED\HSLMB\2022\05_Contrato_Gestao_Aditivos\2022-05_Contrato-024-22.pdf,2022-05_Contrato-024-22,Relação percentual entre o número de pacientes-dia e o número de leitos-dia no mesmo período,SIH/DATASUS,HSLMB,≥85%,Taxa de Ocupação Hospitalar,IMED,0,contrato_gestao_inicial
2022,C:\OSS-Goias\documentos\IMED\HSLMB\2022\05_Contrato_Gestao_Aditivos\2022-05_Contrato-024-22.pdf,2022-05_Contrato-024-22,Relação entre o total de pacientes-dia e o total de pacientes egressos do hospital no mesmo período,SIH/DATASUS,HSLMB,≤5 dias,Média de Permanência Hospitalar,IMED,0,contrato_gestao_inicial
2022,C:\OSS-Goias\documentos\IMED\HSLMB\2022\05_Contrato_Gestao_Aditivos\2022-05_Contrato-024-22.pdf,2022-05_Contrato-024-22,Mede a relação de procedimentos rejeitados no SIH em relação ao total de procedimentos apresentados,SIH/DATASUS,HSLMB,≤1%,Percentual de Ocorrência de Glosas no SIH - DATASUS,IMED,0,contrato_gestao_inicial
2022,C:\OSS-Goias\documentos\IMED\HSLMB\2022\05_Contrato_Gestao_Aditivos\2022-05_Contrato-024-22.pdf,2022-05_Contrato-024-22,Mede o total de cirurgias programadas suspensas por motivos relacionados à organização da Unidade em relação ao total de cirurgias agendadas,Mapas cirúrgicos,HSLMB,≤1%,Percentual de Suspensão de Cirurgias Programadas por condições operacionais (causas relacionadas à organização da Unidade),IMED,0,contrato_gestao_inicial
2022,C:\OSS-Goias\documentos\IMED\HSLMB\2022\05_Contrato_Gestao_Aditivos\2022-05_Contrato-024-22.pdf,2022-05_Contrato-024-22,Mede o total de cirurgias programadas suspensas por motivos relacionados ao paciente em relação ao total de cirurgias agendadas,Mapas cirúrgicos,HSLMB,≤5%,Percentual de Suspensão de Cirurgias Programadas por condições operacionais (causas relacionadas ao paciente),IMED,0,contrato_gestao_inicial
2022,C:\OSS-Goias\documentos\IMED\HSLMB\2022\05_Contrato_Gestao_Aditivos\2022-05_Contrato-024-22.pdf,2022-05_Contrato-024-22,Mede o percentual de cirurgias cesáreas realizadas em relação ao número total de partos,Registros hospitalares,HSLMB,≤15%,Percentual de partos cesáreos,IMED,0,contrato_gestao_inicial
2022,C:\OSS-Goias\documentos\IMED\HSLMB\2022\05_Contrato_Gestao_Aditivos\2022-05_Contrato-024-22.pdf,2022-05_Contrato-024-22,Instrumento para identificação de grupos de mulheres clinicamente relevantes com diferenças nas taxas de cesárea,Registros hospitalares,HSLMB,100%,Taxa de Aplicação da Classificação de Robson nas parturientes submetidas à cesárea,IMED,0,contrato_gestao_inicial
2022,C:\OSS-Goias\documentos\IMED\HSLMB\2022\05_Contrato_Gestao_Aditivos\2022-05_Contrato-024-22.pdf,2022-05_Contrato-024-22,Monitora e avalia reações adversas a medicamentos quanto à gravidade pelo farmacêutico,Registros de farmacovigilância,HSLMB,≥95%,Percentual de investigação da gravidade de reações adversas a medicamentos (Farmacovigilância),IMED,0,contrato_gestao_inicial
2022,C:\OSS-Goias\documentos\IMED\HSLMB\2022\05_Contrato_Gestao_Aditivos\2022-05_Contrato-024-22.pdf,2022-05_Contrato-024-22,Analisa a satisfação dos usuários do SUS em relação ao atendimento prestado pela unidade hospitalar,Sistema de ouvidoria do SUS,HSLMB,<5%,Percentual de manifestações queixosas recebidas no sistema de ouvidoria do SUS,IMED,0,contrato_gestao_inicial
2022,C:\OSS-Goias\documentos\Instituto Patris\HEL\2022\05_Contrato_Gestao_Aditivos\id133_1. Contrato nº 45_2022 - SES (VIGENTE).pdf,id133_1. Contrato nº 45_2022 - SES (VIGENTE),Relação percentual entre o número de pacientes-dia e o número de leitos-dia no período,Sistema de informação hospitalar,HEL,≥85%,Taxa de Ocupação Hospitalar,Instituto Patris,0,contrato_gestao_inicial
2022,C:\OSS-Goias\documentos\Instituto Patris\HEL\2022\05_Contrato_Gestao_Aditivos\id133_1. Contrato nº 45_2022 - SES (VIGENTE).pdf,id133_1. Contrato nº 45_2022 - SES (VIGENTE),Relação entre o total de pacientes-dia e o total de pacientes egressos do hospital no período,Sistema de informação hospitalar,HEL,≤ 4 dias,Média de Permanência Hospitalar,Instituto Patris,0,contrato_gestao_inicial
2022,C:\OSS-Goias\documentos\Instituto Patris\HEL\2022\05_Contrato_Gestao_Aditivos\id133_1. Contrato nº 45_2022 - SES (VIGENTE).pdf,id133_1. Contrato nº 45_2022 - SES (VIGENTE),Tempo médio em que um leito permanece desocupado entre a saída de um paciente e a admissão de outro,Sistema de informação hospitalar,HEL,≤ 17,Índice de Intervalo de Substituição (horas),Instituto Patris,0,contrato_gestao_inicial
2022,C:\OSS-Goias\documentos\Instituto Patris\HEL\2022\05_Contrato_Gestao_Aditivos\id133_1. Contrato nº 45_2022 - SES (VIGENTE).pdf,id133_1. Contrato nº 45_2022 - SES (VIGENTE),Taxa de pacientes que retornaram à UTI em até 48 horas,Sistema de informação hospitalar,HEL,< 5%,Taxa de Readmissão em UTI (48 horas),Instituto Patris,0,contrato_gestao_inicial
2022,C:\OSS-Goias\documentos\Instituto Patris\HEL\2022\05_Contrato_Gestao_Aditivos\id133_1. Contrato nº 45_2022 - SES (VIGENTE).pdf,id133_1. Contrato nº 45_2022 - SES (VIGENTE),Taxa de pessoas que retornaram ao hospital em até 29 dias,Sistema de informação hospitalar,HEL,≤20%,Taxa de Readmissão Hospitalar (29 dias),Instituto Patris,0,contrato_gestao_inicial
2022,C:\OSS-Goias\documentos\Instituto Patris\HEL\2022\05_Contrato_Gestao_Aditivos\id133_1. Contrato nº 45_2022 - SES (VIGENTE).pdf,id133_1. Contrato nº 45_2022 - SES (VIGENTE),Relação de procedimentos rejeitados no SIH em relação ao total apresentado,SIH/DATASUS,HEL,≤ 1%,Percentual de Ocorrência de Glosas no SIH - DATASUS,Instituto Patris,0,contrato_gestao_inicial
2022,C:\OSS-Goias\documentos\Instituto Patris\HEL\2022\05_Contrato_Gestao_Aditivos\id133_1. Contrato nº 45_2022 - SES (VIGENTE).pdf,id133_1. Contrato nº 45_2022 - SES (VIGENTE),Total de cirurgias programadas suspensas por motivos relacionados à organização da Unidade,Mapas cirúrgicos,HEL,≤ 1%,Percentual de Suspensão de Cirurgias Programadas por condições operacionais (causas relacionadas à organização da Unidade),Instituto Patris,0,contrato_gestao_inicial
2022,C:\OSS-Goias\documentos\Instituto Patris\HEL\2022\05_Contrato_Gestao_Aditivos\id133_1. Contrato nº 45_2022 - SES (VIGENTE).pdf,id133_1. Contrato nº 45_2022 - SES (VIGENTE),Total de cirurgias programadas suspensas por motivos relacionados ao paciente,Mapas cirúrgicos,HEL,≤ 5%,Percentual de Suspensão de Cirurgias Programadas por condições operacionais (causas relacionadas ao paciente),Instituto Patris,0,contrato_gestao_inicial
2022,C:\OSS-Goias\documentos\Instituto Patris\HEL\2022\05_Contrato_Gestao_Aditivos\id133_1. Contrato nº 45_2022 - SES (VIGENTE).pdf,id133_1. Contrato nº 45_2022 - SES (VIGENTE),Percentual de cirurgias cesáreas realizadas em relação ao número total de partos,Sistema de informação hospitalar,HEL,≤ 15%,Percentual de partos cesáreos,Instituto Patris,0,contrato_gestao_inicial
2022,C:\OSS-Goias\documentos\Instituto Patris\HEL\2022\05_Contrato_Gestao_Aditivos\id133_1. Contrato nº 45_2022 - SES (VIGENTE).pdf,id133_1. Contrato nº 45_2022 - SES (VIGENTE),Instrumento para identificação de grupos de mulheres clinicamente relevantes com diferenças nas taxas de cesárea,Sistema de informação hospitalar,HEL,100%,Taxa de Aplicação da Classificação de Robson nas parturientes submetidas à cesárea,Instituto Patris,0,contrato_gestao_inicial
2022,C:\OSS-Goias\documentos\Instituto Patris\HEL\2022\05_Contrato_Gestao_Aditivos\id133_1. Contrato nº 45_2022 - SES (VIGENTE).pdf,id133_1. Contrato nº 45_2022 - SES (VIGENTE),Monitora e avalia reações adversas a medicamentos (RAM),Sistema de informação hospitalar,HEL,≥ 95%,Percentual de investigação da gravidade de reações adversas a medicamentos (Farmacovigilância),Instituto Patris,0,contrato_gestao_inicial
2022,C:\OSS-Goias\documentos\Instituto Patris\HEL\2022\05_Contrato_Gestao_Aditivos\id133_1. Contrato nº 45_2022 - SES (VIGENTE).pdf,id133_1. Contrato nº 45_2022 - SES (VIGENTE),Nº de consultas ofertadas em relação ao número de consultas propostas nas metas,BPA/SIA-SUS,HEL,1,Razão do Quantitativo de Consultas Ofertadas,Instituto Patris,0,contrato_gestao_inicial
2022,C:\OSS-Goias\documentos\Instituto Patris\HEL\2022\05_Contrato_Gestao_Aditivos\id133_1. Contrato nº 45_2022 - SES (VIGENTE).pdf,id133_1. Contrato nº 45_2022 - SES (VIGENTE),Proporção de exames de imagem com resultado liberado em até 10 dias,Sistema de informação hospitalar,HEL,≥ 70%,Percentual de Exames de Imagem com resultado disponibilizado em até 10 dias,Instituto Patris,0,contrato_gestao_inicial
2022,C:\OSS-Goias\documentos\Instituto Patris\HEL\2022\05_Contrato_Gestao_Aditivos\id133_1. Contrato nº 45_2022 - SES (VIGENTE).pdf,id133_1. Contrato nº 45_2022 - SES (VIGENTE),Analisa a satisfação dos usuários do SUS em relação ao atendimento prestado pela unidade hospitalar,Sistema de Ouvidoria do SUS,HEL,< 5%,Percentual de manifestações queixosas recebidas no sistema de ouvidoria do SUS,Instituto Patris,0,contrato_gestao_inicial
2022,C:\OSS-Goias\documentos\Instituto Patris\HEL\2022\05_Contrato_Gestao_Aditivos\id3888_1.16.1 Primeiro Termo Aditivo ao Contrato de Gestão nº 45_2022-SES_GO.pdf,id3888_1.16.1 Primeiro Termo Aditivo ao Contrato de Gestão nº 45_2022-SES_GO,"Relação percentual entre o número de pacientes-dia, em determinado período, e o número de leitos-dia no mesmo período.",SIGUS/SGH,HEL,≥85%,Taxa de Ocupação Hospitalar (TOH),Instituto Patris,0,termo_aditivo
2022,C:\OSS-Goias\documentos\Instituto Patris\HEL\2022\05_Contrato_Gestao_Aditivos\id3888_1.16.1 Primeiro Termo Aditivo ao Contrato de Gestão nº 45_2022-SES_GO.pdf,id3888_1.16.1 Primeiro Termo Aditivo ao Contrato de Gestão nº 45_2022-SES_GO,Relação entre o total de pacientes-dia no período e o total de pacientes egressos do hospital no mesmo período.,SIGUS/SGH,HEL,≤ 4 dias,Taxa Média/Tempo Médio de Permanência Hospitalar (TMP),Instituto Patris,0,termo_aditivo
2022,C:\OSS-Goias\documentos\Instituto Patris\HEL\2022\05_Contrato_Gestao_Aditivos\id3888_1.16.1 Primeiro Termo Aditivo ao Contrato de Gestão nº 45_2022-SES_GO.pdf,id3888_1.16.1 Primeiro Termo Aditivo ao Contrato de Gestão nº 45_2022-SES_GO,"Tempo médio em que um leito permanece desocupado, entre a saída de um paciente e a admissão de outro.",SIGUS/SGH,HEL,≤ 24 h,Índice de Intervalo de Substituição (horas),Instituto Patris,0,termo_aditivo
2022,C:\OSS-Goias\documentos\Instituto Patris\HEL\2022\05_Contrato_Gestao_Aditivos\id3888_1.16.1 Primeiro Termo Aditivo ao Contrato de Gestão nº 45_2022-SES_GO.pdf,id3888_1.16.1 Primeiro Termo Aditivo ao Contrato de Gestão nº 45_2022-SES_GO,Taxa de pacientes que retornaram à UTI do mesmo hospital em até 48 horas desde a última vez que deixaram a UTI.,SIGUS/SGH,HEL,< 5%,Taxa de Readmissão em UTI (48 horas),Instituto Patris,0,termo_aditivo
2022,C:\OSS-Goias\documentos\Instituto Patris\HEL\2022\05_Contrato_Gestao_Aditivos\id3888_1.16.1 Primeiro Termo Aditivo ao Contrato de Gestão nº 45_2022-SES_GO.pdf,id3888_1.16.1 Primeiro Termo Aditivo ao Contrato de Gestão nº 45_2022-SES_GO,Taxa de pessoas que retornaram ao hospital em até 29 dias desde a última vez que deixaram a unidade hospitalar.,SIGUS/SGH,HEL,< 20%,Taxa de Readmissão Hospitalar (29 dias),Instituto Patris,0,termo_aditivo
2022,C:\OSS-Goias\documentos\Instituto Patris\HEL\2022\05_Contrato_Gestao_Aditivos\id3888_1.16.1 Primeiro Termo Aditivo ao Contrato de Gestão nº 45_2022-SES_GO.pdf,id3888_1.16.1 Primeiro Termo Aditivo ao Contrato de Gestão nº 45_2022-SES_GO,"Relação de procedimentos rejeitados no SIH/SUS em relação ao total de procedimentos hospitalares apresentados, exceto por motivo de habilitação e capacidade instalada.",SIH/DATASUS,HEL,≤ 7%,Percentual de Ocorrência de Glosas no SIH - DATASUS,Instituto Patris,0,termo_aditivo
2022,C:\OSS-Goias\documentos\Instituto Patris\HEL\2022\05_Contrato_Gestao_Aditivos\id3888_1.16.1 Primeiro Termo Aditivo ao Contrato de Gestão nº 45_2022-SES_GO.pdf,id3888_1.16.1 Primeiro Termo Aditivo ao Contrato de Gestão nº 45_2022-SES_GO,Total de cirurgias eletivas suspensas por motivos relacionados à organização da Unidade em relação ao total de cirurgias agendadas.,Mapas cirúrgicos/SIGUS,HEL,≤ 5%,Percentual de Suspensão de Cirurgias Eletivas por Condições Operacionais,Instituto Patris,0,termo_aditivo
2022,C:\OSS-Goias\documentos\Instituto Patris\HEL\2022\05_Contrato_Gestao_Aditivos\id3888_1.16.1 Primeiro Termo Aditivo ao Contrato de Gestão nº 45_2022-SES_GO.pdf,id3888_1.16.1 Primeiro Termo Aditivo ao Contrato de Gestão nº 45_2022-SES_GO,Indicador que sinaliza se as cirurgias eletivas realizadas na unidade estão tendendo a respeitar um tempo de espera máximo clinicamente aceitável (SWALIS).,Sistema de Regulação Estadual,HEL,< 25%,Percentual de cirurgias eletivas realizadas com TMAT expirado (1º ano),Instituto Patris,0,termo_aditivo
2022,C:\OSS-Goias\documentos\Instituto Patris\HEL\2022\05_Contrato_Gestao_Aditivos\id3888_1.16.1 Primeiro Termo Aditivo ao Contrato de Gestão nº 45_2022-SES_GO.pdf,id3888_1.16.1 Primeiro Termo Aditivo ao Contrato de Gestão nº 45_2022-SES_GO,Indicador que sinaliza se as cirurgias eletivas realizadas na unidade estão tendendo a respeitar um tempo de espera máximo clinicamente aceitável (SWALIS).,Sistema de Regulação Estadual,HEL,< 10%,Percentual de cirurgias eletivas realizadas com TMAT expirado (2º ano),Instituto Patris,0,termo_aditivo
2022,C:\OSS-Goias\documentos\Instituto Patris\HEL\2022\05_Contrato_Gestao_Aditivos\id3888_1.16.1 Primeiro Termo Aditivo ao Contrato de Gestão nº 45_2022-SES_GO.pdf,id3888_1.16.1 Primeiro Termo Aditivo ao Contrato de Gestão nº 45_2022-SES_GO,Mede o percentual de cirurgias cesáreas realizadas em relação ao número total de partos.,SIGUS/SGH,HEL,≤ 15%,Percentual de partos cesáreos,Instituto Patris,0,termo_aditivo
2022,C:\OSS-Goias\documentos\Instituto Patris\HEL\2022\05_Contrato_Gestao_Aditivos\id3888_1.16.1 Primeiro Termo Aditivo ao Contrato de Gestão nº 45_2022-SES_GO.pdf,id3888_1.16.1 Primeiro Termo Aditivo ao Contrato de Gestão nº 45_2022-SES_GO,Instrumento para identificação de grupos de mulheres clinicamente relevantes nos quais haja diferenças nas taxas de cesárea.,SIGUS/SGH,HEL,100%,Taxa de Aplicação da Classificação de Robson nas parturientes submetidas à cesárea,Instituto Patris,0,termo_aditivo
2022,C:\OSS-Goias\documentos\Instituto Patris\HEL\2022\05_Contrato_Gestao_Aditivos\id3888_1.16.1 Primeiro Termo Aditivo ao Contrato de Gestão nº 45_2022-SES_GO.pdf,id3888_1.16.1 Primeiro Termo Aditivo ao Contrato de Gestão nº 45_2022-SES_GO,Proporção de exames de imagem com resultado liberado em até 72 horas.,SIGUS/SGH,HEL,≥ 70%,Percentual de Exames de Imagem com resultado liberado em até 72 horas,Instituto Patris,0,termo_aditivo
2022,C:\OSS-Goias\documentos\Instituto Patris\HEL\2022\05_Contrato_Gestao_Aditivos\id3888_1.16.1 Primeiro Termo Aditivo ao Contrato de Gestão nº 45_2022-SES_GO.pdf,id3888_1.16.1 Primeiro Termo Aditivo ao Contrato de Gestão nº 45_2022-SES_GO,Avaliar a capacidade de detecção de DAEI nas unidades de saúde por meio da digitação oportuna (≤ 7 dias) nos sistemas de informações oficiais.,SINAN-NET/SINAN-ONLINE/SIVEP-Gripe/e-SUS,HEL,≥ 80%,Percentual de Casos de DAEI Digitadas Oportunamente - até 7 dias,Instituto Patris,0,termo_aditivo
2022,C:\OSS-Goias\documentos\Instituto Patris\HEL\2022\05_Contrato_Gestao_Aditivos\id3888_1.16.1 Primeiro Termo Aditivo ao Contrato de Gestão nº 45_2022-SES_GO.pdf,id3888_1.16.1 Primeiro Termo Aditivo ao Contrato de Gestão nº 45_2022-SES_GO,Avaliar a capacidade de detecção e investigação das DAEI investigadas oportunamente (≤ 48 horas da data de notificação).,SINAN-NET/SINAN-ONLINE/SIVEP-Gripe/e-SUS,HEL,≥ 80%,Percentual de Casos de DAEI Investigadas Oportunamente - até 48 horas,Instituto Patris,0,termo_aditivo
2022,C:\OSS-Goias\documentos\Instituto Patris\HEL\2022\05_Contrato_Gestao_Aditivos\id3888_1.16.1 Primeiro Termo Aditivo ao Contrato de Gestão nº 45_2022-SES_GO.pdf,id3888_1.16.1 Primeiro Termo Aditivo ao Contrato de Gestão nº 45_2022-SES_GO,Monitorar a exatidão do estoque de medicamentos hospitalar geridos pela Farmácia.,Sistema de gestão de estoque,HEL,≥95%,Taxa de acurácia do estoque,Instituto Patris,0,termo_aditivo
2022,C:\OSS-Goias\documentos\Instituto Patris\HEL\2022\05_Contrato_Gestao_Aditivos\id3888_1.16.1 Primeiro Termo Aditivo ao Contrato de Gestão nº 45_2022-SES_GO.pdf,id3888_1.16.1 Primeiro Termo Aditivo ao Contrato de Gestão nº 45_2022-SES_GO,Mensurar o valor financeiro atribuído aos medicamentos vencidos na unidade de saúde.,Sistema de gestão de estoque,HEL,≤ 2%,Taxa de perda financeira por vencimento de medicamentos,Instituto Patris,0,termo_aditivo
2022,C:\OSS-Goias\documentos\Instituto Patris\HEL\2022\05_Contrato_Gestao_Aditivos\id3888_1.16.1 Primeiro Termo Aditivo ao Contrato de Gestão nº 45_2022-SES_GO.pdf,id3888_1.16.1 Primeiro Termo Aditivo ao Contrato de Gestão nº 45_2022-SES_GO,Avaliar o desempenho do serviço de farmácia clínica e a importância desse serviço para a segurança do paciente.,SIGUS/SGH,HEL,≥ 90%,Taxa de aceitabilidade das intervenções farmacêuticas,Instituto Patris,0,termo_aditivo
2023,C:\OSS-Goias\documentos\IDTech\HGG\2023\05_Contrato_Gestao_Aditivos\16. Compêtencias previstas no Contrato de Gestão - 16º Termo Aditivo.pdf,16. Compêtencias previstas no Contrato de Gestão - 16º Termo Aditivo,"Realização quadrimestral de Pesquisa de Satisfação do Usuário/Acompanhante por meio da metodologia Net Promoter Score (NPS), com envio de resultados à SES/GO",,HGG,,Pesquisa de Satisfação do Usuário/Acompanhante (NPS),IDTECH,0,termo_aditivo
