_ano_pasta,_doc_path,_filename,condicao_aplicacao,descricao,hospital,oss_gestora,tipo_documento,valor_ou_percentual
2022,C:\OSS-Goias\documentos\IMED\HSLMB\2022\05_Contrato_Gestao_Aditivos\2022-05_Contrato-024-22.pdf,2022-05_Contrato-024-22,"Inobservância de regra do contrato ou de lei, omissão na prestação de contas e/ou utilização incorreta dos recursos; não cumprimento de metas por dois bimestres; descumprimento de cláusula; perda de qualificação como OS",Rescisão do Contrato de Gestão Emergencial,HSLMB,IMED,contrato_gestao_inicial,
2022,C:\OSS-Goias\documentos\IMED\HSLMB\2022\05_Contrato_Gestao_Aditivos\2022-05_Contrato-024-22.pdf,2022-05_Contrato-024-22,Inobservância grave de regras contratuais ou legais,Desqualificação como organização social,HSLMB,IMED,contrato_gestao_inicial,
2022,C:\OSS-Goias\documentos\IMED\HSLMB\2022\05_Contrato_Gestao_Aditivos\2022-05_Contrato-024-22.pdf,2022-05_Contrato-024-22,"Inobservância de regra do contrato ou de lei, omissão na prestação de contas e/ou utilização incorreta dos recursos",Instauração de Tomada de Contas Especial,HSLMB,IMED,contrato_gestao_inicial,
2022,C:\OSS-Goias\documentos\IMED\HSLMB\2022\05_Contrato_Gestao_Aditivos\2022-05_Contrato-024-22.pdf,2022-05_Contrato-024-22,Não cumprimento das metas pactuadas de indicadores de desempenho (parte variável de 10% do contrato),Desconto financeiro de até 10% ao mês por não cumprimento das metas de indicadores de desempenho,HSLMB,IMED,contrato_gestao_inicial,até 10%
2022,C:\OSS-Goias\documentos\IMED\HSLMB\2022\05_Contrato_Gestao_Aditivos\2022-05_Contrato-024-22.pdf,2022-05_Contrato-024-22,"Produção assistencial abaixo de 100% do volume contratado, com escalonamento conforme Tabela II do Anexo V",Desconto financeiro na parte fixa por não atingimento de volume contratado de produção assistencial,HSLMB,IMED,contrato_gestao_inicial,70% a 100% do orçamento destinado aos atendimentos conforme faixa de cumprimento
2022,C:\OSS-Goias\documentos\IMED\HSLMB\2022\05_Contrato_Gestao_Aditivos\2022-06_COMPETENCIAS-PREVISTAS-NO-CONTRATO-DE-GESTAO-HESLMB.pdf,2022-06_COMPETENCIAS-PREVISTAS-NO-CONTRATO-DE-GESTAO-HESLMB,Prestações de contas apresentadas extemporaneamente ou não aprovadas,"Restituição ao PARCEIRO PÚBLICO do valor repassado, atualizado monetariamente e acrescido de juros legais, quando prestações de contas parciais e finais forem apresentadas extemporaneamente e/ou não forem aprovadas",HESLMB,IMED,outro,
2022,C:\OSS-Goias\documentos\IMED\HSLMB\2022\05_Contrato_Gestao_Aditivos\2022-06_COMPETENCIAS-PREVISTAS-NO-CONTRATO-DE-GESTAO-HESLMB.pdf,2022-06_COMPETENCIAS-PREVISTAS-NO-CONTRATO-DE-GESTAO-HESLMB,Omissão ou atraso no encaminhamento de intimações/notificações judiciais ou administrativas de interesse do Estado,"Responsabilidade administrativa, civil e criminal por deixar de remeter intimações/notificações ao PARCEIRO PÚBLICO e à Procuradoria-Geral do Estado fora do prazo",HESLMB,IMED,outro,
2022,C:\OSS-Goias\documentos\IMED\HSLMB\2022\05_Contrato_Gestao_Aditivos\2022-06_COMPETENCIAS-PREVISTAS-NO-CONTRATO-DE-GESTAO-HESLMB.pdf,2022-06_COMPETENCIAS-PREVISTAS-NO-CONTRATO-DE-GESTAO-HESLMB,Ação ou omissão dolosa ou culposa de agentes do PARCEIRO PRIVADO,"Pagamento de indenização por ação ou omissão dolosa ou culposa causada ao PARCEIRO PÚBLICO, destinatários dos serviços e/ou terceiros",HESLMB,IMED,outro,
2022,C:\OSS-Goias\documentos\IMED\HSLMB\2022\05_Contrato_Gestao_Aditivos\2022-06_COMPETENCIAS-PREVISTAS-NO-CONTRATO-DE-GESTAO-HESLMB.pdf,2022-06_COMPETENCIAS-PREVISTAS-NO-CONTRATO-DE-GESTAO-HESLMB,Ação ou omissão do PARCEIRO PRIVADO que resulte em penalidade ou sanção,Pagamento de qualquer quantia decorrente de aplicação de penalidade ou sanção que decorra de ação ou omissão do PARCEIRO PRIVADO,HESLMB,IMED,outro,
2022,C:\OSS-Goias\documentos\Instituto Patris\HEL\2022\05_Contrato_Gestao_Aditivos\id10_1. Competências previstas no Contrato de Gestão - Nº 45_2022-SES_GO (VIGENTE).pdf,id10_1. Competências previstas no Contrato de Gestão - Nº 45_2022-SES_GO (VIGENTE),Despesa imprópria realizada no curso do contrato de gestão,Despesa considerada imprópria e realizada no curso do contrato será objeto de apuração mediante adoção de medidas que assegurem ao Parceiro Privado ampla defesa e o contraditório,HEL,Instituto Patris,contrato_gestao_inicial,
2022,C:\OSS-Goias\documentos\Instituto Patris\HEL\2022\05_Contrato_Gestao_Aditivos\id10_1. Competências previstas no Contrato de Gestão - Nº 45_2022-SES_GO (VIGENTE).pdf,id10_1. Competências previstas no Contrato de Gestão - Nº 45_2022-SES_GO (VIGENTE),Ação ou omissão culposa dos agentes do Parceiro Privado causando danos a usuários ou bens públicos,"O Parceiro Privado é responsável pelas indenizações decorrentes de ação ou omissão culposa que seus agentes causarem aos usuários das unidades públicas, bem como aos bens públicos móveis e imóveis cujo uso lhe foi permitido, sem prejuízo da aplicação das demais sanções cabíveis",HEL,Instituto Patris,contrato_gestao_inicial,
2022,C:\OSS-Goias\documentos\Instituto Patris\HEL\2022\05_Contrato_Gestao_Aditivos\id133_1. Contrato nº 45_2022 - SES (VIGENTE).pdf,id133_1. Contrato nº 45_2022 - SES (VIGENTE),"Inobservância de regra constante do contrato de gestão ou de lei, omissão na prestação de contas e/ou utilização incorreta dos recursos repassados",Advertência,HEL,Instituto Patris,contrato_gestao_inicial,
2022,C:\OSS-Goias\documentos\Instituto Patris\HEL\2022\05_Contrato_Gestao_Aditivos\id133_1. Contrato nº 45_2022 - SES (VIGENTE).pdf,id133_1. Contrato nº 45_2022 - SES (VIGENTE),"Inobservância de regra constante do contrato de gestão ou de lei, omissão na prestação de contas e/ou utilização incorreta dos recursos repassados",Suspensão da execução do contrato de gestão,HEL,Instituto Patris,contrato_gestao_inicial,
2022,C:\OSS-Goias\documentos\Instituto Patris\HEL\2022\05_Contrato_Gestao_Aditivos\id133_1. Contrato nº 45_2022 - SES (VIGENTE).pdf,id133_1. Contrato nº 45_2022 - SES (VIGENTE),"Conforme previsto no artigo 15, §2º da Lei estadual nº 15.503/2005","Multa proporcional à gravidade do fato, aplicada individual e solidariamente aos dirigentes do Parceiro Privado",HEL,Instituto Patris,contrato_gestao_inicial,
2022,C:\OSS-Goias\documentos\Instituto Patris\HEL\2022\05_Contrato_Gestao_Aditivos\id133_1. Contrato nº 45_2022 - SES (VIGENTE).pdf,id133_1. Contrato nº 45_2022 - SES (VIGENTE),Inobservância de regra constante do contrato de gestão ou de lei,Rescisão do Contrato de Gestão,HEL,Instituto Patris,contrato_gestao_inicial,
2022,C:\OSS-Goias\documentos\Instituto Patris\HEL\2022\05_Contrato_Gestao_Aditivos\id133_1. Contrato nº 45_2022 - SES (VIGENTE).pdf,id133_1. Contrato nº 45_2022 - SES (VIGENTE),Inobservância de regra constante do contrato de gestão ou de lei,Desqualificação como organização social,HEL,Instituto Patris,contrato_gestao_inicial,
2022,C:\OSS-Goias\documentos\Instituto Patris\HEL\2022\05_Contrato_Gestao_Aditivos\id133_1. Contrato nº 45_2022 - SES (VIGENTE).pdf,id133_1. Contrato nº 45_2022 - SES (VIGENTE),Inobservância de regra constante do contrato de gestão ou de lei,Instauração de Tomada de Contas Especial,HEL,Instituto Patris,contrato_gestao_inicial,
2022,C:\OSS-Goias\documentos\Instituto Patris\HEL\2022\05_Contrato_Gestao_Aditivos\id133_1. Contrato nº 45_2022 - SES (VIGENTE).pdf,id133_1. Contrato nº 45_2022 - SES (VIGENTE),Descumprimento da exigência prevista na Lei estadual nº 20.489/2019,Multa por descumprimento da exigência do Programa de Integridade (Lei estadual nº 20.489/2019),HEL,Instituto Patris,contrato_gestao_inicial,"0,1% por dia sobre o valor atualizado do contrato"
2022,C:\OSS-Goias\documentos\Instituto Patris\HEL\2022\05_Contrato_Gestao_Aditivos\id133_1. Contrato nº 45_2022 - SES (VIGENTE).pdf,id133_1. Contrato nº 45_2022 - SES (VIGENTE),Não cumprimento das metas pactuadas,Desconto financeiro de até 10% (dez por cento) de cada mês (parte variável),HEL,Instituto Patris,contrato_gestao_inicial,até 10%
2022,C:\OSS-Goias\documentos\Instituto Patris\HEL\2022\05_Contrato_Gestao_Aditivos\id3888_1.16.1 Primeiro Termo Aditivo ao Contrato de Gestão nº 45_2022-SES_GO.pdf,id3888_1.16.1 Primeiro Termo Aditivo ao Contrato de Gestão nº 45_2022-SES_GO,"Quando a atividade realizada for inferior a 100% do volume contratado, com mínimo de 70% do orçamento quando abaixo de 70% do volume contratado",Desconto financeiro pelo não atingimento das metas de produção (indicadores de produção - 90% do contrato),HEL,Instituto Patris,termo_aditivo,"Variável conforme tabela III: entre 70% e 100% do orçamento destinado à modalidade, dependendo do percentual de volume contratado realizado"
2022,C:\OSS-Goias\documentos\Instituto Patris\HEL\2022\05_Contrato_Gestao_Aditivos\id3888_1.16.1 Primeiro Termo Aditivo ao Contrato de Gestão nº 45_2022-SES_GO.pdf,id3888_1.16.1 Primeiro Termo Aditivo ao Contrato de Gestão nº 45_2022-SES_GO,Avaliação semestral dos indicadores de desempenho; ajuste financeiro a menor nos meses subsequentes,Desconto financeiro pelo não atingimento dos indicadores de desempenho (10% do contrato),HEL,Instituto Patris,termo_aditivo,Variável conforme Tabela V: de ZERO (pontuação <5) a 100% (pontuação 9-10) do valor destinado ao desempenho
2022,C:\OSS-Goias\documentos\Instituto Patris\HEL\2022\05_Contrato_Gestao_Aditivos\id3888_1.16.1 Primeiro Termo Aditivo ao Contrato de Gestão nº 45_2022-SES_GO.pdf,id3888_1.16.1 Primeiro Termo Aditivo ao Contrato de Gestão nº 45_2022-SES_GO,Descumprimento de prazos pelo Parceiro Privado mediante notificação prévia,Desconto das glosas aplicadas ao Parceiro Público por não cumprimento de prazos de produção hospitalar/ambulatorial (SIA/SIH) e CNES,HEL,Instituto Patris,termo_aditivo,Valores correspondentes às glosas
2022,C:\OSS-Goias\documentos\Instituto Patris\HEL\2022\05_Contrato_Gestao_Aditivos\id3888_1.16.1 Primeiro Termo Aditivo ao Contrato de Gestão nº 45_2022-SES_GO.pdf,id3888_1.16.1 Primeiro Termo Aditivo ao Contrato de Gestão nº 45_2022-SES_GO,Conforme parecer de comissão instituída pela SES,"Desconto regressivo por fornecimento de materiais, medicamentos, órteses e próteses não disponíveis na tabela SUS-SIGTAP quando demandados judicialmente ao Parceiro Público",HEL,Instituto Patris,termo_aditivo,Valores correspondentes deduzidos do custeio
2022,C:\OSS-Goias\documentos\Instituto Patris\HEL\2022\05_Contrato_Gestao_Aditivos\id3888_1.16.1 Primeiro Termo Aditivo ao Contrato de Gestão nº 45_2022-SES_GO.pdf,id3888_1.16.1 Primeiro Termo Aditivo ao Contrato de Gestão nº 45_2022-SES_GO,Realizado mensalmente pelo Parceiro Público,Desconto financeiro referente aos proventos dos servidores cedidos,HEL,Instituto Patris,termo_aditivo,Integral - valor total da apuração mensal dos proventos acrescido da contribuição previdenciária
2022,C:\OSS-Goias\documentos\Instituto Patris\HEL\2022\05_Contrato_Gestao_Aditivos\id3888_1.16.1 Primeiro Termo Aditivo ao Contrato de Gestão nº 45_2022-SES_GO.pdf,id3888_1.16.1 Primeiro Termo Aditivo ao Contrato de Gestão nº 45_2022-SES_GO,"Notificação, advertência, suspensão do Ajuste, até rescisão, em caso de descumprimento das orientações referentes ao Ensino e Pesquisa",Penalidades por descumprimento das regras de Ensino e Pesquisa,HEL,Instituto Patris,termo_aditivo,
2022,C:\OSS-Goias\documentos\Instituto Patris\HEL\2022\05_Contrato_Gestao_Aditivos\id3888_1.16.1 Primeiro Termo Aditivo ao Contrato de Gestão nº 45_2022-SES_GO.pdf,id3888_1.16.1 Primeiro Termo Aditivo ao Contrato de Gestão nº 45_2022-SES_GO,Reincidência no descumprimento conforme regulamentação definida pela SES-GO,Penalidades por reincidência no descumprimento das solicitações quanto ao portal da transparência,HEL,Instituto Patris,termo_aditivo,
2022,C:\OSS-Goias\documentos\Instituto Patris\HEL\2022\05_Contrato_Gestao_Aditivos\id4502_1. Competências previstas no Contrato de Gestão - Nº 45_2022-SES_GO (VIGENTE).pdf,id4502_1. Competências previstas no Contrato de Gestão - Nº 45_2022-SES_GO (VIGENTE),Ação ou omissão do Parceiro Privado,O Parceiro Privado é responsável pelo pagamento de qualquer quantia decorrente de aplicação de penalidade ou sanção que decorra de sua ação ou omissão,HEL,Instituto Patris,termo_aditivo,
2022,C:\OSS-Goias\documentos\Instituto Patris\HEL\2022\05_Contrato_Gestao_Aditivos\id4502_1. Competências previstas no Contrato de Gestão - Nº 45_2022-SES_GO (VIGENTE).pdf,id4502_1. Competências previstas no Contrato de Gestão - Nº 45_2022-SES_GO (VIGENTE),Ação ou omissão culposa dos agentes do Parceiro Privado,O Parceiro Privado é responsável pelas indenizações decorrentes de ação ou omissão culposa que seus agentes causarem aos usuários das unidades públicas e aos bens públicos móveis e imóveis cujo uso lhe foi permitido,HEL,Instituto Patris,termo_aditivo,
2023,C:\OSS-Goias\documentos\IDTech\HGG\2023\05_Contrato_Gestao_Aditivos\16. Compêtencias previstas no Contrato de Gestão - 16º Termo Aditivo.pdf,16. Compêtencias previstas no Contrato de Gestão - 16º Termo Aditivo,"Quando o Parceiro Público for demandado judicial e/ou administrativamente para fornecimento de materiais, medicamentos, órteses e próteses não disponíveis na tabela SUS-SIGTAP","Dedução nos valores de custeio do Contrato de Gestão repassados pelo Parceiro Público referente ao fornecimento de materiais, medicamentos, órteses e próteses não disponíveis na tabela SUS-SIGTAP quando demandado judicial ou administrativamente",HGG,IDTECH,termo_aditivo,
2023,C:\OSS-Goias\documentos\IDTech\HGG\2023\05_Contrato_Gestao_Aditivos\16. Compêtencias previstas no Contrato de Gestão - 16º Termo Aditivo.pdf,16. Compêtencias previstas no Contrato de Gestão - 16º Termo Aditivo,Mediante notificação prévia ao Parceiro Privado,"Desconto das faturas devidas ao Parceiro Privado a título de ressarcimento por fornecimento de materiais, medicamentos, órteses e próteses não disponíveis na tabela SUS-SIGTAP",HGG,IDTECH,termo_aditivo,
2023,C:\OSS-Goias\documentos\ISG\HDT\2023\05_Contrato_Gestao_Aditivos\16o-Termo-Aditivo-2023-ao-CG-n.o-091-2012-–-SES.GO_-2.pdf,16o-Termo-Aditivo-2023-ao-CG-n.o-091-2012-–-SES.GO_-2,"Descumprimento dos princípios basilares da Administração Pública, assegurado contraditório e ampla defesa","Rescisão do ajuste pelo Parceiro Público a qualquer momento por descumprimento dos princípios basilares da Administração Pública, com aplicação das penalidades previstas no Contrato de Gestão",HDT,ISG,termo_aditivo,
2023,C:\OSS-Goias\documentos\ISG\HDT\2023\05_Contrato_Gestao_Aditivos\16o-Termo-Aditivo-2023-ao-CG-n.o-091-2012-–-SES.GO_-2.pdf,16o-Termo-Aditivo-2023-ao-CG-n.o-091-2012-–-SES.GO_-2,"Produção assistencial abaixo do volume contratado, avaliada trimestralmente",Desconto financeiro pelo não cumprimento das metas de produção assistencial,HDT,ISG,termo_aditivo,Proporcional conforme Tabela II (mínimo 70% do orçamento destinado à modalidade quando realização < 70% do volume contratado)
2023,C:\OSS-Goias\documentos\ISG\HDT\2023\05_Contrato_Gestao_Aditivos\16o-Termo-Aditivo-2023-ao-CG-n.o-091-2012-–-SES.GO_-2.pdf,16o-Termo-Aditivo-2023-ao-CG-n.o-091-2012-–-SES.GO_-2,Avaliação trimestral ou mensal dos indicadores de desempenho,Desconto financeiro pelo não cumprimento dos indicadores de desempenho,HDT,ISG,termo_aditivo,10% do contrato de gestão vinculado aos indicadores; pontuação < 5 resulta em ZERO de repasse variável
2023,C:\OSS-Goias\documentos\ISG\HDT\2023\05_Contrato_Gestao_Aditivos\16o-Termo-Aditivo-2023-ao-CG-n.o-091-2012-–-SES.GO_-2.pdf,16o-Termo-Aditivo-2023-ao-CG-n.o-091-2012-–-SES.GO_-2,Desligamento do residente do Programa ou não preenchimento das vagas,Glosa do valor referente à bolsa e despesa de custeio do residente desligado ou vaga não preenchida,HDT,ISG,termo_aditivo,Valor correspondente à bolsa e custeio do residente
2023,C:\OSS-Goias\documentos\ISG\HDT\2023\05_Contrato_Gestao_Aditivos\16o-Termo-Aditivo-2023-ao-CG-n.o-091-2012-–-SES.GO_-2.pdf,16o-Termo-Aditivo-2023-ao-CG-n.o-091-2012-–-SES.GO_-2,"Notificação, advertência, suspensão do Ajuste ou rescisão, em caso de descumprimento das regras de Ensino e Pesquisa",Penalidades por descumprimento das regras de Ensino e Pesquisa,HDT,ISG,termo_aditivo,
2023,C:\OSS-Goias\documentos\ISG\HDT\2023\05_Contrato_Gestao_Aditivos\16o-Termo-Aditivo-2023-ao-CG-n.o-091-2012-–-SES.GO_-2.pdf,16o-Termo-Aditivo-2023-ao-CG-n.o-091-2012-–-SES.GO_-2,"Reincidência no descumprimento das solicitações do portal de transparência, conforme regulamentação da SES-GO",Penalidades por reincidência no descumprimento das solicitações quanto ao portal da transparência,HDT,ISG,termo_aditivo,
