_ano_pasta,_doc_path,_filename,hospital,natureza_despesa,oss_gestora,periodo.ano,periodo.mes,periodo.tipo_periodo,rubrica,valor
2023,C:\OSS-Goias\documentos\ISG\HDT\2023\21_Relatorio_Comparativo_Recursos\02.2023-Fluxo-de-Caixa-HDT.pdf,02.2023-Fluxo-de-Caixa-HDT,HDT,Entrada,ISG,2023,2,mensal,Outras entradas (Emissão 2ª via de crachá),10.0
2023,C:\OSS-Goias\documentos\ISG\HDT\2023\21_Relatorio_Comparativo_Recursos\02.2023-Fluxo-de-Caixa-HDT.pdf,02.2023-Fluxo-de-Caixa-HDT,HDT,Resgate,ISG,2023,2,mensal,Resgate Aplicação - CUSTEIO,9339512.79
2023,C:\OSS-Goias\documentos\ISG\HDT\2023\21_Relatorio_Comparativo_Recursos\02.2023-Fluxo-de-Caixa-HDT.pdf,02.2023-Fluxo-de-Caixa-HDT,HDT,Aplicação,ISG,2023,2,mensal,Aplicação Financeira - CUSTEIO,8370154.11
2023,C:\OSS-Goias\documentos\ISG\HDT\2023\21_Relatorio_Comparativo_Recursos\02.2023-Fluxo-de-Caixa-HDT.pdf,02.2023-Fluxo-de-Caixa-HDT,HDT,Custeio,ISG,2023,2,mensal,Pessoal,2114606.2
2023,C:\OSS-Goias\documentos\ISG\HDT\2023\21_Relatorio_Comparativo_Recursos\02.2023-Fluxo-de-Caixa-HDT.pdf,02.2023-Fluxo-de-Caixa-HDT,HDT,Custeio,ISG,2023,2,mensal,Serviços,3183809.49
2023,C:\OSS-Goias\documentos\ISG\HDT\2023\21_Relatorio_Comparativo_Recursos\02.2023-Fluxo-de-Caixa-HDT.pdf,02.2023-Fluxo-de-Caixa-HDT,HDT,Custeio,ISG,2023,2,mensal,Materiais e insumos,589178.17
2023,C:\OSS-Goias\documentos\ISG\HDT\2023\21_Relatorio_Comparativo_Recursos\02.2023-Fluxo-de-Caixa-HDT.pdf,02.2023-Fluxo-de-Caixa-HDT,HDT,Custeio,ISG,2023,2,mensal,Bloqueio Judicial,0.0
2023,C:\OSS-Goias\documentos\ISG\HDT\2023\21_Relatorio_Comparativo_Recursos\02.2023-Fluxo-de-Caixa-HDT.pdf,02.2023-Fluxo-de-Caixa-HDT,HDT,Custeio,ISG,2023,2,mensal,"Tributos, Impostos, Taxas e Contribuições",285656.55
2023,C:\OSS-Goias\documentos\ISG\HDT\2023\21_Relatorio_Comparativo_Recursos\02.2023-Fluxo-de-Caixa-HDT.pdf,02.2023-Fluxo-de-Caixa-HDT,HDT,Custeio,ISG,2023,2,mensal,Encargos Sociais,1443343.04
2023,C:\OSS-Goias\documentos\ISG\HDT\2023\21_Relatorio_Comparativo_Recursos\02.2023-Fluxo-de-Caixa-HDT.pdf,02.2023-Fluxo-de-Caixa-HDT,HDT,Custeio,ISG,2023,2,mensal,Despesa Administrativa (rateio),103819.77
2023,C:\OSS-Goias\documentos\ISG\HDT\2023\21_Relatorio_Comparativo_Recursos\02.2023-Fluxo-de-Caixa-HDT.pdf,02.2023-Fluxo-de-Caixa-HDT,HDT,Custeio,ISG,2023,2,mensal,Outras Saídas (Aporte de caixa fundo fixo 01/2023),3300.0
2023,C:\OSS-Goias\documentos\ISG\HDT\2023\21_Relatorio_Comparativo_Recursos\02.2023-Fluxo-de-Caixa-HDT.pdf,02.2023-Fluxo-de-Caixa-HDT,HDT,Custeio,ISG,2023,2,mensal,Outras Saídas (Pagamentos com estorno a fornecedores),1557.33
2023,C:\OSS-Goias\documentos\ISG\HDT\2023\21_Relatorio_Comparativo_Recursos\02.2023-Fluxo-de-Caixa-HDT.pdf,02.2023-Fluxo-de-Caixa-HDT,HDT,Devolução,ISG,2023,2,mensal,Valores Devolvidos à Contratante - CUSTEIO,0.0
2023,C:\OSS-Goias\documentos\ISG\HDT\2023\21_Relatorio_Comparativo_Recursos\03.2023-Fluxo-de-Caixa-HDT-1.pdf,03.2023-Fluxo-de-Caixa-HDT-1,HDT,Custeio,ISG,2023,3,mensal,Pessoal,1955887.52
2023,C:\OSS-Goias\documentos\ISG\HDT\2023\21_Relatorio_Comparativo_Recursos\03.2023-Fluxo-de-Caixa-HDT-1.pdf,03.2023-Fluxo-de-Caixa-HDT-1,HDT,Custeio,ISG,2023,3,mensal,Serviços,2895807.4
2023,C:\OSS-Goias\documentos\ISG\HDT\2023\21_Relatorio_Comparativo_Recursos\03.2023-Fluxo-de-Caixa-HDT-1.pdf,03.2023-Fluxo-de-Caixa-HDT-1,HDT,Custeio,ISG,2023,3,mensal,Materiais e insumos,682476.01
2023,C:\OSS-Goias\documentos\ISG\HDT\2023\21_Relatorio_Comparativo_Recursos\03.2023-Fluxo-de-Caixa-HDT-1.pdf,03.2023-Fluxo-de-Caixa-HDT-1,HDT,Custeio,ISG,2023,3,mensal,Bloqueio Judicial,8088.82
2023,C:\OSS-Goias\documentos\ISG\HDT\2023\21_Relatorio_Comparativo_Recursos\03.2023-Fluxo-de-Caixa-HDT-1.pdf,03.2023-Fluxo-de-Caixa-HDT-1,HDT,Custeio,ISG,2023,3,mensal,"Tributos, Impostos, Taxas e Contribuições",315100.34
2023,C:\OSS-Goias\documentos\ISG\HDT\2023\21_Relatorio_Comparativo_Recursos\03.2023-Fluxo-de-Caixa-HDT-1.pdf,03.2023-Fluxo-de-Caixa-HDT-1,HDT,Custeio,ISG,2023,3,mensal,Encargos Sociais,1402381.9
2023,C:\OSS-Goias\documentos\ISG\HDT\2023\21_Relatorio_Comparativo_Recursos\03.2023-Fluxo-de-Caixa-HDT-1.pdf,03.2023-Fluxo-de-Caixa-HDT-1,HDT,Custeio,ISG,2023,3,mensal,Despesa Administrativa (rateio) - Item 12.1.v,101073.51
2023,C:\OSS-Goias\documentos\ISG\HDT\2023\21_Relatorio_Comparativo_Recursos\03.2023-Fluxo-de-Caixa-HDT-1.pdf,03.2023-Fluxo-de-Caixa-HDT-1,HDT,Custeio,ISG,2023,3,mensal,Outras Saídas - Aporte de caixa fundo fixo 03/2023,3300.0
2023,C:\OSS-Goias\documentos\ISG\HDT\2023\21_Relatorio_Comparativo_Recursos\03.2023-Fluxo-de-Caixa-HDT-1.pdf,03.2023-Fluxo-de-Caixa-HDT-1,HDT,Custeio,ISG,2023,3,mensal,Outras Saídas - Restituição saldo aporte fundo fixo 02/2023,2657.87
2023,C:\OSS-Goias\documentos\ISG\HDT\2023\21_Relatorio_Comparativo_Recursos\03.2023-Fluxo-de-Caixa-HDT-1.pdf,03.2023-Fluxo-de-Caixa-HDT-1,HDT,Custeio,ISG,2023,3,mensal,Outras Saídas - Pagamentos com estorno a fornecedores,62629.8
2023,C:\OSS-Goias\documentos\ISG\HDT\2023\21_Relatorio_Comparativo_Recursos\03.2023-Fluxo-de-Caixa-HDT-1.pdf,03.2023-Fluxo-de-Caixa-HDT-1,HDT,Investimento,ISG,2023,3,mensal,"Aquisições de Bens (equipamentos, mobiliários)",0
2023,C:\OSS-Goias\documentos\ISG\HDT\2023\21_Relatorio_Comparativo_Recursos\03.2023-Fluxo-de-Caixa-HDT-1.pdf,03.2023-Fluxo-de-Caixa-HDT-1,HDT,Investimento,ISG,2023,3,mensal,Aquisições de Bens imobilizados,0
2023,C:\OSS-Goias\documentos\ISG\HDT\2023\21_Relatorio_Comparativo_Recursos\03.2023-Fluxo-de-Caixa-HDT-1.pdf,03.2023-Fluxo-de-Caixa-HDT-1,HDT,Investimento,ISG,2023,3,mensal,Aquisições Direito de Uso de Software,0
2023,C:\OSS-Goias\documentos\ISG\HDT\2023\21_Relatorio_Comparativo_Recursos\04.2023-Fluxo-de-Caixa-HDT.pdf,04.2023-Fluxo-de-Caixa-HDT,HDT,5.1.1,ISG,2023,4,mensal,Pessoal,1882283.42
2023,C:\OSS-Goias\documentos\ISG\HDT\2023\21_Relatorio_Comparativo_Recursos\04.2023-Fluxo-de-Caixa-HDT.pdf,04.2023-Fluxo-de-Caixa-HDT,HDT,5.1.2,ISG,2023,4,mensal,Serviços,2836552.67
2023,C:\OSS-Goias\documentos\ISG\HDT\2023\21_Relatorio_Comparativo_Recursos\04.2023-Fluxo-de-Caixa-HDT.pdf,04.2023-Fluxo-de-Caixa-HDT,HDT,5.1.3,ISG,2023,4,mensal,Materiais e insumos,627809.35
2023,C:\OSS-Goias\documentos\ISG\HDT\2023\21_Relatorio_Comparativo_Recursos\04.2023-Fluxo-de-Caixa-HDT.pdf,04.2023-Fluxo-de-Caixa-HDT,HDT,5.1.4,ISG,2023,4,mensal,Bloqueio Judicial,12296.38
2023,C:\OSS-Goias\documentos\ISG\HDT\2023\21_Relatorio_Comparativo_Recursos\04.2023-Fluxo-de-Caixa-HDT.pdf,04.2023-Fluxo-de-Caixa-HDT,HDT,5.1.5,ISG,2023,4,mensal,"Tributos, Impostos, Taxas e Contribuições",304247.19
2023,C:\OSS-Goias\documentos\ISG\HDT\2023\21_Relatorio_Comparativo_Recursos\04.2023-Fluxo-de-Caixa-HDT.pdf,04.2023-Fluxo-de-Caixa-HDT,HDT,5.1.6,ISG,2023,4,mensal,Encargos Sociais,1300158.15
2023,C:\OSS-Goias\documentos\ISG\HDT\2023\21_Relatorio_Comparativo_Recursos\04.2023-Fluxo-de-Caixa-HDT.pdf,04.2023-Fluxo-de-Caixa-HDT,HDT,5.1.7,ISG,2023,4,mensal,Despesa Administrativa rateio (Item 12.1.v),185931.05
2023,C:\OSS-Goias\documentos\ISG\HDT\2023\21_Relatorio_Comparativo_Recursos\04.2023-Fluxo-de-Caixa-HDT.pdf,04.2023-Fluxo-de-Caixa-HDT,HDT,5.1.8.1,ISG,2023,4,mensal,Outras Saídas - Aporte de caixa fundo fixo 04/2023,3300.0
2023,C:\OSS-Goias\documentos\ISG\HDT\2023\21_Relatorio_Comparativo_Recursos\04.2023-Fluxo-de-Caixa-HDT.pdf,04.2023-Fluxo-de-Caixa-HDT,HDT,5.1.8.2,ISG,2023,4,mensal,Outras Saídas - Restituição saldo aporte de caixa fundo fixo 03/2023,1824.21
2023,C:\OSS-Goias\documentos\ISG\HDT\2023\21_Relatorio_Comparativo_Recursos\04.2023-Fluxo-de-Caixa-HDT.pdf,04.2023-Fluxo-de-Caixa-HDT,HDT,5.1.8.3,ISG,2023,4,mensal,Outras Saídas - Pagamentos com estorno a fornecedores,6115.65
2023,C:\OSS-Goias\documentos\ISG\HDT\2023\21_Relatorio_Comparativo_Recursos\05.2023-Fluxo-de-Caixa-HDT-1.pdf,05.2023-Fluxo-de-Caixa-HDT-1,HDT,5.1.1,ISG,2023,5,mensal,Pessoal,2039170.05
2023,C:\OSS-Goias\documentos\ISG\HDT\2023\21_Relatorio_Comparativo_Recursos\05.2023-Fluxo-de-Caixa-HDT-1.pdf,05.2023-Fluxo-de-Caixa-HDT-1,HDT,5.1.2,ISG,2023,5,mensal,Serviços,3417086.43
2023,C:\OSS-Goias\documentos\ISG\HDT\2023\21_Relatorio_Comparativo_Recursos\05.2023-Fluxo-de-Caixa-HDT-1.pdf,05.2023-Fluxo-de-Caixa-HDT-1,HDT,5.1.3,ISG,2023,5,mensal,Materiais e insumos,615874.83
2023,C:\OSS-Goias\documentos\ISG\HDT\2023\21_Relatorio_Comparativo_Recursos\05.2023-Fluxo-de-Caixa-HDT-1.pdf,05.2023-Fluxo-de-Caixa-HDT-1,HDT,5.1.4,ISG,2023,5,mensal,Bloqueio Judicial,1452.68
2023,C:\OSS-Goias\documentos\ISG\HDT\2023\21_Relatorio_Comparativo_Recursos\05.2023-Fluxo-de-Caixa-HDT-1.pdf,05.2023-Fluxo-de-Caixa-HDT-1,HDT,5.1.5,ISG,2023,5,mensal,"Tributos, Impostos, Taxas e Contribuições",331842.24
2023,C:\OSS-Goias\documentos\ISG\HDT\2023\21_Relatorio_Comparativo_Recursos\05.2023-Fluxo-de-Caixa-HDT-1.pdf,05.2023-Fluxo-de-Caixa-HDT-1,HDT,5.1.6,ISG,2023,5,mensal,Encargos Sociais,1290760.77
2023,C:\OSS-Goias\documentos\ISG\HDT\2023\21_Relatorio_Comparativo_Recursos\05.2023-Fluxo-de-Caixa-HDT-1.pdf,05.2023-Fluxo-de-Caixa-HDT-1,HDT,5.1.7,ISG,2023,5,mensal,Despesa Administrativa (rateio OSS),206475.01
2023,C:\OSS-Goias\documentos\ISG\HDT\2023\21_Relatorio_Comparativo_Recursos\05.2023-Fluxo-de-Caixa-HDT-1.pdf,05.2023-Fluxo-de-Caixa-HDT-1,HDT,5.1.8.1,ISG,2023,5,mensal,Outras Saídas - Aporte fundo fixo 05/2023,3300.0
2023,C:\OSS-Goias\documentos\ISG\HDT\2023\21_Relatorio_Comparativo_Recursos\05.2023-Fluxo-de-Caixa-HDT-1.pdf,05.2023-Fluxo-de-Caixa-HDT-1,HDT,5.1.8.2,ISG,2023,5,mensal,Outras Saídas - Restituição saldo aporte fundo fixo 04/2023,337.52
2023,C:\OSS-Goias\documentos\ISG\HDT\2023\21_Relatorio_Comparativo_Recursos\05.2023-Fluxo-de-Caixa-HDT-1.pdf,05.2023-Fluxo-de-Caixa-HDT-1,HDT,5.1.8.3,ISG,2023,5,mensal,Outras Saídas - Bloqueio Bancário,50625.21
2023,C:\OSS-Goias\documentos\ISG\HDT\2023\21_Relatorio_Comparativo_Recursos\05.2023-Fluxo-de-Caixa-HDT-1.pdf,05.2023-Fluxo-de-Caixa-HDT-1,HDT,8.1,ISG,2023,5,mensal,Glosa - servidores cedidos (Folha Servidores 05/2023),1450273.92
2023,C:\OSS-Goias\documentos\ISG\HDT\2023\21_Relatorio_Comparativo_Recursos\05.2023-Fluxo-de-Caixa-HDT-1.pdf,05.2023-Fluxo-de-Caixa-HDT-1,HDT,8.2,ISG,2023,5,mensal,Glosa - servidores cedidos (Folha Residência Médica 05/2023),35969.35
2023,C:\OSS-Goias\documentos\ISG\HDT\2023\21_Relatorio_Comparativo_Recursos\05.2023-Fluxo-de-Caixa-HDT-1.pdf,05.2023-Fluxo-de-Caixa-HDT-1,HDT,8.4,ISG,2023,5,mensal,Glosa - outras (Energia Elétrica 05/2023),64665.69
2023,C:\OSS-Goias\documentos\ISG\HDT\2023\21_Relatorio_Comparativo_Recursos\06.2023-Fluxo-de-Caixa-HDT.pdf-ass.pdf,06.2023-Fluxo-de-Caixa-HDT.pdf-ass,HDT,entrada,ISG,2023,6,mensal,Repasse CUSTEIO - Banco Santander Ag.1223 CC 13.001477-1,6624211.48
2023,C:\OSS-Goias\documentos\ISG\HDT\2023\21_Relatorio_Comparativo_Recursos\06.2023-Fluxo-de-Caixa-HDT.pdf-ass.pdf,06.2023-Fluxo-de-Caixa-HDT.pdf-ass,HDT,entrada,ISG,2023,6,mensal,Rendimento sobre Aplicações Financeiras - CUSTEIO,68131.27
2023,C:\OSS-Goias\documentos\ISG\HDT\2023\21_Relatorio_Comparativo_Recursos\06.2023-Fluxo-de-Caixa-HDT.pdf-ass.pdf,06.2023-Fluxo-de-Caixa-HDT.pdf-ass,HDT,entrada,ISG,2023,6,mensal,Outras entradas - Aporte de caixa fundo fixo 05/2023,3300.0
2023,C:\OSS-Goias\documentos\ISG\HDT\2023\21_Relatorio_Comparativo_Recursos\06.2023-Fluxo-de-Caixa-HDT.pdf-ass.pdf,06.2023-Fluxo-de-Caixa-HDT.pdf-ass,HDT,entrada,ISG,2023,6,mensal,Outras entradas - Restituição de saldo aporte de caixa fundo fixo 05/2023,770.8
2023,C:\OSS-Goias\documentos\ISG\HDT\2023\21_Relatorio_Comparativo_Recursos\06.2023-Fluxo-de-Caixa-HDT.pdf-ass.pdf,06.2023-Fluxo-de-Caixa-HDT.pdf-ass,HDT,entrada,ISG,2023,6,mensal,Outras entradas - Desbloqueio Bancário,3635.97
2023,C:\OSS-Goias\documentos\ISG\HDT\2023\21_Relatorio_Comparativo_Recursos\06.2023-Fluxo-de-Caixa-HDT.pdf-ass.pdf,06.2023-Fluxo-de-Caixa-HDT.pdf-ass,HDT,entrada,ISG,2023,6,mensal,Outras entradas - Reembolso de despesas,18259.67
2023,C:\OSS-Goias\documentos\ISG\HDT\2023\21_Relatorio_Comparativo_Recursos\06.2023-Fluxo-de-Caixa-HDT.pdf-ass.pdf,06.2023-Fluxo-de-Caixa-HDT.pdf-ass,HDT,resgate,ISG,2023,6,mensal,Resgate Aplicação INVESTIMENTO - Banco Santander,15667727.66
2023,C:\OSS-Goias\documentos\ISG\HDT\2023\21_Relatorio_Comparativo_Recursos\06.2023-Fluxo-de-Caixa-HDT.pdf-ass.pdf,06.2023-Fluxo-de-Caixa-HDT.pdf-ass,HDT,aplicação,ISG,2023,6,mensal,Aplicação Financeira CUSTEIO - Banco Santander,12340539.29
2023,C:\OSS-Goias\documentos\ISG\HDT\2023\21_Relatorio_Comparativo_Recursos\06.2023-Fluxo-de-Caixa-HDT.pdf-ass.pdf,06.2023-Fluxo-de-Caixa-HDT.pdf-ass,HDT,custeio,ISG,2023,6,mensal,Pagamentos - Pessoal,1977465.79
2023,C:\OSS-Goias\documentos\ISG\HDT\2023\21_Relatorio_Comparativo_Recursos\06.2023-Fluxo-de-Caixa-HDT.pdf-ass.pdf,06.2023-Fluxo-de-Caixa-HDT.pdf-ass,HDT,custeio,ISG,2023,6,mensal,Pagamentos - Serviços,3338719.01
2023,C:\OSS-Goias\documentos\ISG\HDT\2023\21_Relatorio_Comparativo_Recursos\06.2023-Fluxo-de-Caixa-HDT.pdf-ass.pdf,06.2023-Fluxo-de-Caixa-HDT.pdf-ass,HDT,custeio,ISG,2023,6,mensal,Pagamentos - Materiais e insumos,644043.91
2023,C:\OSS-Goias\documentos\ISG\HDT\2023\21_Relatorio_Comparativo_Recursos\06.2023-Fluxo-de-Caixa-HDT.pdf-ass.pdf,06.2023-Fluxo-de-Caixa-HDT.pdf-ass,HDT,custeio,ISG,2023,6,mensal,"Pagamentos - Tributos, Impostos, Taxas e Contribuições",517003.44
2023,C:\OSS-Goias\documentos\ISG\HDT\2023\21_Relatorio_Comparativo_Recursos\06.2023-Fluxo-de-Caixa-HDT.pdf-ass.pdf,06.2023-Fluxo-de-Caixa-HDT.pdf-ass,HDT,custeio,ISG,2023,6,mensal,Pagamentos - Encargos Sociais,3242094.6
2023,C:\OSS-Goias\documentos\ISG\HDT\2023\21_Relatorio_Comparativo_Recursos\06.2023-Fluxo-de-Caixa-HDT.pdf-ass.pdf,06.2023-Fluxo-de-Caixa-HDT.pdf-ass,HDT,custeio,ISG,2023,6,mensal,Pagamentos - Despesa Administrativa rateio,245069.4
2023,C:\OSS-Goias\documentos\ISG\HDT\2023\21_Relatorio_Comparativo_Recursos\06.2023-Fluxo-de-Caixa-HDT.pdf-ass.pdf,06.2023-Fluxo-de-Caixa-HDT.pdf-ass,HDT,custeio,ISG,2023,6,mensal,Outras Saídas - Reembolso de despesas,17350.24
2023,C:\OSS-Goias\documentos\ISG\HDT\2023\21_Relatorio_Comparativo_Recursos\06.2023-Fluxo-de-Caixa-HDT.pdf-ass.pdf,06.2023-Fluxo-de-Caixa-HDT.pdf-ass,HDT,custeio,ISG,2023,6,mensal,Outras Saídas - Custas processuais,3209.24
2023,C:\OSS-Goias\documentos\ISG\HDT\2023\21_Relatorio_Comparativo_Recursos\06.2023-Fluxo-de-Caixa-HDT.pdf-ass.pdf,06.2023-Fluxo-de-Caixa-HDT.pdf-ass,HDT,custeio,ISG,2023,6,mensal,Outras Saídas - Bloqueio Bancário,3635.97
2023,C:\OSS-Goias\documentos\ISG\HDT\2023\21_Relatorio_Comparativo_Recursos\06.2023-Fluxo-de-Caixa-HDT.pdf-ass.pdf,06.2023-Fluxo-de-Caixa-HDT.pdf-ass,HDT,custeio,ISG,2023,6,mensal,Outras Saídas - Aporte de caixa fundo fixo 06/2023,3300.0
2023,C:\OSS-Goias\documentos\ISG\HDT\2023\21_Relatorio_Comparativo_Recursos\06.2023-Fluxo-de-Caixa-HDT.pdf-ass.pdf,06.2023-Fluxo-de-Caixa-HDT.pdf-ass,HDT,custeio,ISG,2023,6,mensal,Outras Saídas - Restituição de saldo aporte de caixa fundo fixo 05/2023,770.8
2023,C:\OSS-Goias\documentos\ISG\HDT\2023\21_Relatorio_Comparativo_Recursos\07.2023-Fluxo-de-Caixa-HDT.pdf,07.2023-Fluxo-de-Caixa-HDT,HDT,Custeio,ISG,2023,7,mensal,Pessoal,1963482.17
2023,C:\OSS-Goias\documentos\ISG\HDT\2023\21_Relatorio_Comparativo_Recursos\07.2023-Fluxo-de-Caixa-HDT.pdf,07.2023-Fluxo-de-Caixa-HDT,HDT,Custeio,ISG,2023,7,mensal,Serviços,3089681.34
2023,C:\OSS-Goias\documentos\ISG\HDT\2023\21_Relatorio_Comparativo_Recursos\07.2023-Fluxo-de-Caixa-HDT.pdf,07.2023-Fluxo-de-Caixa-HDT,HDT,Custeio,ISG,2023,7,mensal,Materiais e insumos,645416.76
2023,C:\OSS-Goias\documentos\ISG\HDT\2023\21_Relatorio_Comparativo_Recursos\07.2023-Fluxo-de-Caixa-HDT.pdf,07.2023-Fluxo-de-Caixa-HDT,HDT,Custeio,ISG,2023,7,mensal,"Tributos, Impostos, Taxas e Contribuições",321902.24
2023,C:\OSS-Goias\documentos\ISG\HDT\2023\21_Relatorio_Comparativo_Recursos\07.2023-Fluxo-de-Caixa-HDT.pdf,07.2023-Fluxo-de-Caixa-HDT,HDT,Custeio,ISG,2023,7,mensal,Encargos Sociais,1284926.42
2023,C:\OSS-Goias\documentos\ISG\HDT\2023\21_Relatorio_Comparativo_Recursos\07.2023-Fluxo-de-Caixa-HDT.pdf,07.2023-Fluxo-de-Caixa-HDT,HDT,Custeio,ISG,2023,7,mensal,Despesa Administrativa (rateio),222611.51
2023,C:\OSS-Goias\documentos\ISG\HDT\2023\21_Relatorio_Comparativo_Recursos\07.2023-Fluxo-de-Caixa-HDT.pdf,07.2023-Fluxo-de-Caixa-HDT,HDT,Custeio,ISG,2023,7,mensal,Outras Saídas - Reembolso de despesas,32284.73
2023,C:\OSS-Goias\documentos\ISG\HDT\2023\21_Relatorio_Comparativo_Recursos\07.2023-Fluxo-de-Caixa-HDT.pdf,07.2023-Fluxo-de-Caixa-HDT,HDT,Custeio,ISG,2023,7,mensal,Outras Saídas - Bloqueio Bancário,27391.99
2023,C:\OSS-Goias\documentos\ISG\HDT\2023\21_Relatorio_Comparativo_Recursos\07.2023-Fluxo-de-Caixa-HDT.pdf,07.2023-Fluxo-de-Caixa-HDT,HDT,Custeio,ISG,2023,7,mensal,Outras Saídas - Aporte de caixa fundo fixo 07/2023,3300.0
2023,C:\OSS-Goias\documentos\ISG\HDT\2023\21_Relatorio_Comparativo_Recursos\07.2023-Fluxo-de-Caixa-HDT.pdf,07.2023-Fluxo-de-Caixa-HDT,HDT,Custeio,ISG,2023,7,mensal,Outras Saídas - Restituição saldo aporte fundo fixo 06/2023,1238.54
2023,C:\OSS-Goias\documentos\ISG\HDT\2023\21_Relatorio_Comparativo_Recursos\07.2023-Fluxo-de-Caixa-HDT.pdf,07.2023-Fluxo-de-Caixa-HDT,HDT,Investimento,ISG,2023,7,mensal,"Aquisições de Bens (equipamentos, mobiliários)",793.69
2023,C:\OSS-Goias\documentos\ISG\HDT\2023\21_Relatorio_Comparativo_Recursos\08.2023-Fluxo-de-Caixa-HDT.pdf,08.2023-Fluxo-de-Caixa-HDT,HDT,Custeio,ISG,2023,8,mensal,Pessoal,2024058.96
