_ano_pasta,_doc_path,_filename,ano_mes,entradas,fonte_entrada,hospital,oss_gestora,periodo.ano,periodo.mes,periodo.tipo_periodo,saidas,saldo_acumulado
2023,"C:\OSS-Goias\documentos\IGH\HEAPA\2023\21_Relatorio_Comparativo_Recursos\2023.04 - HEAPA - Relatório mensal comparativo dos recursos recebidos, gastos e devolvidos ao Poder Público-Assinado.pdf","2023.04 - HEAPA - Relatório mensal comparativo dos recursos recebidos, gastos e devolvidos ao Poder Público-Assinado",2023-04,6748809.47,"Repasse SES custeio, investimento, rendimentos e outras entradas",HEAPA,IGH,2023,4,mensal,7122722.98,2325678.71
2023,"C:\OSS-Goias\documentos\IGH\HEAPA\2023\21_Relatorio_Comparativo_Recursos\2023.04 - HEAPA - Relatório mensal comparativo dos recursos recebidos, gastos e devolvidos ao.xlsx","2023.04 - HEAPA - Relatório mensal comparativo dos recursos recebidos, gastos e devolvidos ao",2023-04,6748809.47,"Repasse SES (Custeio + Investimento), Rendimentos, Recuperação de despesas, Desbloqueio judicial",HEAPA,IGH,2023,4,mensal,7122722.98,2325678.71
2023,"C:\OSS-Goias\documentos\IGH\HEAPA\2023\21_Relatorio_Comparativo_Recursos\2023.05 - HEAPA - Relatório mensal comparativo dos recursos recebidos, gastos e devolvidos ao Público-Assinado.pdf","2023.05 - HEAPA - Relatório mensal comparativo dos recursos recebidos, gastos e devolvidos ao Público-Assinado",2023-05,7579479.78,Repasse SES-GO Custeio + Rendimentos + Outras entradas,HEAPA,IGH,2023,5,mensal,6072638.0,3832520.49
2023,"C:\OSS-Goias\documentos\IGH\HEAPA\2023\21_Relatorio_Comparativo_Recursos\2023.05 - HEAPA - Relatório mensal comparativo dos recursos recebidos, gastos e devolvidos ao Público.xlsx","2023.05 - HEAPA - Relatório mensal comparativo dos recursos recebidos, gastos e devolvidos ao Público",2023-05,7579479.78,"Repasse SES (Custeio), Rendimentos de Aplicações, Recuperação de Despesas",HEAPA,IGH,2023,5,mensal,6072638.0,3832520.49
2023,"C:\OSS-Goias\documentos\IGH\HEAPA\2023\21_Relatorio_Comparativo_Recursos\2023.06 - HEAPA - Relatório mensal comparativo dos recursos recebidos, gastos e devolvidos ao Público-Assinado.pdf","2023.06 - HEAPA - Relatório mensal comparativo dos recursos recebidos, gastos e devolvidos ao Público-Assinado",2023-06,6797888.72,Repasse SES Custeio + Investimento + Rendimentos + Outras entradas,HEAPA,IGH,2023,6,mensal,7517874.05,3112535.16
2023,"C:\OSS-Goias\documentos\IGH\HEAPA\2023\21_Relatorio_Comparativo_Recursos\2023.06 - HEAPA - Relatório mensal comparativo dos recursos recebidos, gastos e devolvidos ao Público.xlsx","2023.06 - HEAPA - Relatório mensal comparativo dos recursos recebidos, gastos e devolvidos ao Público",2023-06,6797888.72,"Repasse SES (Custeio + Investimento), Rendimentos, Recuperação de despesas, Desbloqueio judicial",HEAPA,IGH,2023,6,mensal,7517874.05,3112535.16
2023,C:\OSS-Goias\documentos\IGH\HEAPA\2023\21_Relatorio_Comparativo_Recursos\2023.07 - HEAPA - Relatório mensal comparativo Financeiro-Assinado.pdf,2023.07 - HEAPA - Relatório mensal comparativo Financeiro-Assinado,2023-07,6986556.9,Repasse SES custeio + rendimentos + outras entradas,HEAPA,IGH,2023,7,mensal,7380164.13,2718927.93
2023,C:\OSS-Goias\documentos\IGH\HEAPA\2023\21_Relatorio_Comparativo_Recursos\2023.07 - HEAPA - Relatório mensal comparativo.xlsx,2023.07 - HEAPA - Relatório mensal comparativo,2023-07,6986556.9,Repasse SES custeio + rendimentos + outras entradas,HEAPA,IGH,2023,7,mensal,7380164.13,2718927.93
2023,"C:\OSS-Goias\documentos\IGH\HEAPA\2023\21_Relatorio_Comparativo_Recursos\2023.08 - HEAPA - Relatório mensal comparativo dos recursos recebidos,.xlsx","2023.08 - HEAPA - Relatório mensal comparativo dos recursos recebidos,",2023-08,7303807.7,Repasse SES Custeio + Rendimentos + Recuperação de despesas + Desbloqueio judicial,HEAPA,IGH,2023,8,mensal,7734009.13,2288726.5
2023,"C:\OSS-Goias\documentos\IGH\HEAPA\2023\21_Relatorio_Comparativo_Recursos\2023.09 - HEAPA - Relatório mensal comparativo dos recursos recebidos, gastos e devolvidos ao Público-Assinado.pdf","2023.09 - HEAPA - Relatório mensal comparativo dos recursos recebidos, gastos e devolvidos ao Público-Assinado",2023-09,5021513.33,Repasse SES Custeio + Investimento + Rendimentos + Outras entradas,HEAPA,IGH,2023,9,mensal,4820526.08,2489713.75
2023,"C:\OSS-Goias\documentos\IGH\HEAPA\2023\21_Relatorio_Comparativo_Recursos\2023.09 - HEAPA - Relatório mensal comparativo dos recursos recebidos, gastos e devolvidos ao Público.xlsx","2023.09 - HEAPA - Relatório mensal comparativo dos recursos recebidos, gastos e devolvidos ao Público",2023-09,5021513.33,Repasse SES (Custeio + Investimento) + Rendimentos + Outras entradas,HEAPA,IGH,2023,9,mensal,4820526.08,2489713.75
2023,"C:\OSS-Goias\documentos\IGH\HEAPA\2023\21_Relatorio_Comparativo_Recursos\2023.10 - HEAPA - Relatório mensal comparativo dos recursos recebidos, gastos e devolvidos ao Público-Assinado.pdf","2023.10 - HEAPA - Relatório mensal comparativo dos recursos recebidos, gastos e devolvidos ao Público-Assinado",2023-10,9307144.63,Repasse SES/GO + Rendimentos + Outras entradas,HEAPA,IGH,2023,10,mensal,9528057.69,2268800.69
2023,"C:\OSS-Goias\documentos\IGH\HEAPA\2023\21_Relatorio_Comparativo_Recursos\2023.10 - HEAPA - Relatório mensal comparativo dos recursos recebidos, gastos e devolvidos ao Público.xlsx","2023.10 - HEAPA - Relatório mensal comparativo dos recursos recebidos, gastos e devolvidos ao Público",2023-10,9307144.63,"Repasse SES custeio, rendimentos financeiros, recuperação de despesas",HEAPA,IGH,2023,10,mensal,9528057.69,2268800.69
2023,"C:\OSS-Goias\documentos\IGH\HEAPA\2023\21_Relatorio_Comparativo_Recursos\2023.11 - HEAPA - Relatório mensal comparativo dos recursos recebidos, gastos e devolvidos ao Público-Assinado.pdf","2023.11 - HEAPA - Relatório mensal comparativo dos recursos recebidos, gastos e devolvidos ao Público-Assinado",2023-11,6585498.64,Repasse SES/GO + Rendimentos + Outras,HEAPA,IGH,2023,11,mensal,7312555.45,1541743.88
2023,"C:\OSS-Goias\documentos\IGH\HEAPA\2023\21_Relatorio_Comparativo_Recursos\2023.11 - HEAPA - Relatório mensal comparativo dos recursos recebidos, gastos e devolvidos ao Público.xlsx","2023.11 - HEAPA - Relatório mensal comparativo dos recursos recebidos, gastos e devolvidos ao Público",2023-11,6585498.64,Repasse SES-GO (Custeio) + Rendimentos de Aplicações + Outras Entradas,HEAPA,IGH,2023,11,mensal,7312555.45,1541743.88
2023,"C:\OSS-Goias\documentos\IGH\HEAPA\2023\21_Relatorio_Comparativo_Recursos\2023.12 - HEAPA - Relatório mensal comparativo dos recursos recebidos, gastos e devolvidos ao Público-Assinado.pdf","2023.12 - HEAPA - Relatório mensal comparativo dos recursos recebidos, gastos e devolvidos ao Público-Assinado",2023-12,6868977.89,Repasse SES Custeio + Rendimentos + Outras entradas,HEAPA,IGH,2023,12,mensal,5596978.01,2813743.76
2023,"C:\OSS-Goias\documentos\IGH\HEAPA\2023\21_Relatorio_Comparativo_Recursos\2023.12 - HEAPA - Relatório mensal comparativo dos recursos recebidos, gastos e devolvidos ao Público.xlsx","2023.12 - HEAPA - Relatório mensal comparativo dos recursos recebidos, gastos e devolvidos ao Público",2023-12,6868977.89,Repasse SES Custeio + Rendimentos + Outras entradas,HEAPA,IGH,2023,12,mensal,5596978.01,2813743.76
2023,C:\OSS-Goias\documentos\FUNEV\HEANA\2023\21_Relatorio_Comparativo_Recursos\3.9.1 Fluxo de Caixa 02-2023.xlsx,3.9.1 Fluxo de Caixa 02-2023,2023-02,8487978.78,Repasse SES + Rendimentos + Outras,HEANA,FUNEV,2023,2,mensal,7509813.13,9127430.73
2023,C:\OSS-Goias\documentos\FUNEV\HEANA\2023\21_Relatorio_Comparativo_Recursos\3.9.1 Fluxo de Caixa 03-2023.xlsx,3.9.1 Fluxo de Caixa 03-2023,2023-03,9584796.91,SES - Custeio / Rendimentos / Outras entradas,HEANA,FUNEV,2023,3,mensal,8712298.69,9999928.95
2023,C:\OSS-Goias\documentos\FUNEV\HEANA\2023\21_Relatorio_Comparativo_Recursos\3.9.1 Fluxo de Caixa 04-2023.xlsx,3.9.1 Fluxo de Caixa 04-2023,2023-04,8559218.78,Repasse SES + Rendimentos + Outras entradas,HEANA,FUNEV,2023,4,mensal,7545640.85,11013506.88
2023,C:\OSS-Goias\documentos\FUNEV\HEANA\2023\21_Relatorio_Comparativo_Recursos\3.9.1 Fluxo de Caixa 05-2023.xlsx,3.9.1 Fluxo de Caixa 05-2023,2023-05,8917358.91,Repasse SES (custeio) + rendimentos + outras entradas,HEANA,FUNEV,2023,5,mensal,8252762.67,11678103.12
2023,C:\OSS-Goias\documentos\FUNEV\HEANA\2023\21_Relatorio_Comparativo_Recursos\3.9.1 Fluxo de Caixa 06-2023.xlsx,3.9.1 Fluxo de Caixa 06-2023,2023-06,8948243.06,Repasse SES + Rendimentos + Outras entradas,HEANA,FUNEV,2023,6,mensal,9327404.23,11298941.95
2023,C:\OSS-Goias\documentos\FUNEV\HEANA\2023\21_Relatorio_Comparativo_Recursos\3.9.1 Fluxo de Caixa 08-2023.xlsx,3.9.1 Fluxo de Caixa 08-2023,2023-08,8439543.3,Repasse CUSTEIO SES + Rendimentos + Outras entradas,HEANA,FUNEV,2023,8,mensal,8995162.33,10807899.34
2023,C:\OSS-Goias\documentos\FUNEV\HEANA\2023\21_Relatorio_Comparativo_Recursos\3.9.1 Fluxo de Caixa 10-2022 (1).pdf,3.9.1 Fluxo de Caixa 10-2022 (1),2022-10,7676485.06,Repasse CUSTEIO CEF C/C 4526-3; Rendimentos; Outras entradas,HEANA,FUNEV,2022,10,mensal,7283601.19,6738229.78
2023,C:\OSS-Goias\documentos\FUNEV\HEANA\2023\21_Relatorio_Comparativo_Recursos\3.9.1 Fluxo de Caixa 11-2022.pdf.xlsx,3.9.1 Fluxo de Caixa 11-2022.pdf,2022-11,9295407.34,Repasse SES + Rendimentos + Outras,HEANA,FUNEV,2022,11,mensal,9111052.41,6922584.71
2023,C:\OSS-Goias\documentos\FUNEV\HEANA\2023\21_Relatorio_Comparativo_Recursos\3.9.1 Fluxo de Caixa 12-2022.xlsx,3.9.1 Fluxo de Caixa 12-2022,2022-12,10489202.91,Repasse SES + Rendimentos + Outras entradas,HEANA,FUNEV,2022,12,mensal,9194658.9,8217128.72
2023,C:\OSS-Goias\documentos\FUNEV\HEANA\2023\21_Relatorio_Comparativo_Recursos\8. Relatório Financeiro Mensal.pdf,8. Relatório Financeiro Mensal,2023-08,8439543.3,Repasse CUSTEIO CAIXA ECON FEDERAL C/C 4526-3,HEANA,FUNEV,2023,8,mensal,8995162.33,10807899.34
2023,C:\OSS-Goias\documentos\FUNEV\HEANA\2023\21_Relatorio_Comparativo_Recursos\Fluxo de Caixa .xlsx,Fluxo de Caixa ,2023-07,8933588.88,Repasse SES + Rendimentos + Outras entradas,HEANA,FUNEV,2023,7,mensal,8869012.46,11363518.37
2023,C:\OSS-Goias\documentos\FUNEV\HEANA\2023\21_Relatorio_Comparativo_Recursos\Fluxo de Caixa 11-2022.pdf,Fluxo de Caixa 11-2022,2022-11,9295407.34,Repasse CUSTEIO CAIXA ECON FEDERAL C/C 4526-3,HEANA,FUNEV,2022,11,mensal,9111052.41,6922584.71
2023,documentos\IMED\HETRIN\2023\99_NaoClassificado\G.11-RELATORIO-DOS-RECURSOS-RECEBIDOS-E-GASTOS-ABR23.pdf,G.11-RELATORIO-DOS-RECURSOS-RECEBIDOS-E-GASTOS-ABR23,2023-04,4575243.63,Repasse SES + Rendimentos + Outras entradas,HUTRIN,IMED,2023,4,mensal,5206714.91,37925666.86
2023,documentos\IMED\HETRIN\2023\99_NaoClassificado\G.9-RELACAO-MENSAL-DOS-RECURSOS-RECEBIDOS-E-GASTOS-OUT23.xlsx,G.9-RELACAO-MENSAL-DOS-RECURSOS-RECEBIDOS-E-GASTOS-OUT23,2023-10,11019473.74,Repasse SES + Rendimentos + Recursos Extracontratuais,HUTRIN,IMED,2023,10,mensal,4975688.65,41619663.63
2023,documentos\IMED\HETRIN\2023\99_NaoClassificado\G.9-RELATORIO-FINANCEIRO-JAN23.pdf,G.9-RELATORIO-FINANCEIRO-JAN23,2023-01,4697341.0,Repasse SES + Rendimentos + Outras entradas,HUTRIN,IMED,2023,1,mensal,4930088.02,37445614.24
2023,documentos\IMED\HETRIN\2023\99_NaoClassificado\G.9-RELATORIO-MENSAL-DE-RECURSOS-RECEBIDOS-E-GASTOS-FEV23.pdf,G.9-RELATORIO-MENSAL-DE-RECURSOS-RECEBIDOS-E-GASTOS-FEV23,2023-02,4543666.58,Repasse SES + Rendimentos + Outras entradas,HUTRIN,IMED,2023,2,mensal,3997166.93,37992113.89
2023,documentos\IMED\HETRIN\2023\99_NaoClassificado\G.9-RELATORIO-MENSAL-DE-RECURSOS-RECEBIDOS-E-GASTOS-MAI23.pdf,G.9-RELATORIO-MENSAL-DE-RECURSOS-RECEBIDOS-E-GASTOS-MAI23,2023-05,4853901.28,Repasse SES + Rendimentos + Outras entradas,HUTRIN,IMED,2023,5,mensal,4406630.52,38230197.47
2023,documentos\IMED\HETRIN\2023\99_NaoClassificado\G.9-RELATORIO-MENSAL-DOS-RECURSOS-RECEBIDOS-E-GASTOS-MAR23.pdf,G.9-RELATORIO-MENSAL-DOS-RECURSOS-RECEBIDOS-E-GASTOS-MAR23,2023-03,4727681.57,Repasse SES + Rendimentos Financeiros,HETRIN,IMED,2023,3,mensal,4109430.51,38557138.14
2023,documentos\IMED\HETRIN\2023\99_NaoClassificado\G.9-RELATORIO-MENSAL-DOS-RECURSOS-RECEBIDOS-E-GASTOS-SET23.xlsx,G.9-RELATORIO-MENSAL-DOS-RECURSOS-RECEBIDOS-E-GASTOS-SET23,2023-09,5431351.96,Repasse SES + Rendimentos + Outras entradas,HUTRIN,IMED,2023,9,mensal,4215627.97,35576037.84
2023,documentos\IMED\HETRIN\2023\99_NaoClassificado\G.9-RELATORIO-MENSAL-RECURSOS-RECEBIDOS-E-GASTOS-AGO23.pdf,G.9-RELATORIO-MENSAL-RECURSOS-RECEBIDOS-E-GASTOS-AGO23,2023-08,4675102.04,Repasse SES + Outras entradas,HETRIN,IMED,2023,8,mensal,5870134.55,35664212.61
2023,documentos\IMED\HETRIN\2023\99_NaoClassificado\G.9-RELATORIO-MENSAL-RECURSOS-RECEBIDOS-E-GASTOS-JUN23.pdf,G.9-RELATORIO-MENSAL-RECURSOS-RECEBIDOS-E-GASTOS-JUN23,2023-06,4593327.84,Repasse SES + Rendimentos + Reembolso,HUTRIN,IMED,2023,6,mensal,4796557.54,38026967.77
2023,documentos\IMED\HETRIN\2023\99_NaoClassificado\G.9-RELATORIO-MENSAL-RECURSOS-RECEBIDOS-E-GASTOS-NOV23.pdf,G.9-RELATORIO-MENSAL-RECURSOS-RECEBIDOS-E-GASTOS-NOV23,2023-11,6207395.09,Repasse SES + Rendimentos + Outras entradas,HETRIN,IMED,2023,11,mensal,5808004.69,42019054.03
2023,C:\OSS-Goias\documentos\FUNEV\HEANA\2023\21_Relatorio_Comparativo_Recursos\Relatorio Financeiro Mensal Heana Maio.pdf,Relatorio Financeiro Mensal Heana Maio,2023-05,8917358.91,Repasse CUSTEIO + Rendimentos + Outras entradas,HEANA,FUNEV,2023,5,mensal,8252762.67,11678103.12
2023,C:\OSS-Goias\documentos\FUNEV\HEANA\2023\21_Relatorio_Comparativo_Recursos\relatorio financeiro Mensal Heana.pdf,relatorio financeiro Mensal Heana,2023-06,8948243.06,Repasse CUSTEIO Caixa Econ Federal C/C 4526-3; Rendimentos sobre Aplicações Financeiras; Outras entradas,HEANA,FUNEV,2023,6,mensal,9327404.23,11298941.95
2023,documentos\IMED\HETRIN\2023\99_NaoClassificado\RELATORIO_FINANCEIRO_HETRIN_07.2023.pdf,RELATORIO_FINANCEIRO_HETRIN_07.2023,2023-07,4640044.97,Repasse SES + Rendimentos + Reembolso,HUTRIN,IMED,2023,7,mensal,4796557.54,35664212.61
2023,documentos\IMED\HETRIN\2023\99_NaoClassificado\RELATORIO_FINANCEIRO_HETRIN_07.2023_-.xlsx,RELATORIO_FINANCEIRO_HETRIN_07.2023_-,2023-07,4640044.97,Repasse SES + Rendimentos + Reembolso,HETRIN,IMED,2023,7,mensal,4796557.54,35664212.61
2023,documentos\IMED\HETRIN\2023\99_NaoClassificado\RELATORIO_FINANCEIRO_HETRIN_12.2022.pdf,RELATORIO_FINANCEIRO_HETRIN_12.2022,2022-12,11246133.13,Repasse SES + Rendimentos + Outras entradas,HUTRIN,IMED,2022,12,mensal,5823316.52,37690651.79
2023,C:\OSS-Goias\documentos\FUNEV\HEANA\2023\21_Relatorio_Comparativo_Recursos\Relatório Financeiro Mensa Heana.pdf,Relatório Financeiro Mensa Heana,2023-07,8933588.88,Repasse CUSTEIO + Rendimentos + Outras entradas,HEANA,FUNEV,2023,7,mensal,8869012.46,11363518.37
2023,"C:\OSS-Goias\documentos\AGIR\HUGOL\2023\21_Relatorio_Comparativo_Recursos\Relatório mensal comparativo de recursos recebidos, gastos e devolvidos ao Poder Público_01-2023-HUGOL.xlsx","Relatório mensal comparativo de recursos recebidos, gastos e devolvidos ao Poder Público_01-2023-HUGOL",2023-01,34480532.32,Repasse SES/Rendimentos/Outras entradas,HUGOL,AGIR,2023,1,mensal,35404715.39,19616.96
