_ano_pasta,_doc_path,_filename,categoria,hospital,oss_gestora,perc_total,periodo.ano,periodo.mes,periodo.tipo_periodo,valor
2023,C:\OSS-Goias\documentos\ISG\HDT\2023\21_Relatorio_Comparativo_Recursos\06.2023-Fluxo-de-Caixa-HDT.pdf-ass.pdf,06.2023-Fluxo-de-Caixa-HDT.pdf-ass,"Tributos, Impostos, Taxas e Contribuições",HDT,ISG,0,2023,6,mensal,517003.44
2023,C:\OSS-Goias\documentos\ISG\HDT\2023\21_Relatorio_Comparativo_Recursos\06.2023-Fluxo-de-Caixa-HDT.pdf-ass.pdf,06.2023-Fluxo-de-Caixa-HDT.pdf-ass,Encargos Sociais,HDT,ISG,0,2023,6,mensal,3242094.6
2023,C:\OSS-Goias\documentos\ISG\HDT\2023\21_Relatorio_Comparativo_Recursos\06.2023-Fluxo-de-Caixa-HDT.pdf-ass.pdf,06.2023-Fluxo-de-Caixa-HDT.pdf-ass,Despesa Administrativa (rateio),HDT,ISG,0,2023,6,mensal,245069.4
2023,C:\OSS-Goias\documentos\ISG\HDT\2023\21_Relatorio_Comparativo_Recursos\06.2023-Fluxo-de-Caixa-HDT.pdf-ass.pdf,06.2023-Fluxo-de-Caixa-HDT.pdf-ass,Outras Saídas,HDT,ISG,0,2023,6,mensal,28266.25
2023,C:\OSS-Goias\documentos\ISG\HDT\2023\21_Relatorio_Comparativo_Recursos\07.2023-Fluxo-de-Caixa-HDT.pdf,07.2023-Fluxo-de-Caixa-HDT,Pessoal,HDT,ISG,0,2023,7,mensal,1963482.17
2023,C:\OSS-Goias\documentos\ISG\HDT\2023\21_Relatorio_Comparativo_Recursos\07.2023-Fluxo-de-Caixa-HDT.pdf,07.2023-Fluxo-de-Caixa-HDT,Encargos Sociais,HDT,ISG,0,2023,7,mensal,1284926.42
2023,C:\OSS-Goias\documentos\ISG\HDT\2023\21_Relatorio_Comparativo_Recursos\07.2023-Fluxo-de-Caixa-HDT.pdf,07.2023-Fluxo-de-Caixa-HDT,Serviços,HDT,ISG,0,2023,7,mensal,3089681.34
2023,C:\OSS-Goias\documentos\ISG\HDT\2023\21_Relatorio_Comparativo_Recursos\07.2023-Fluxo-de-Caixa-HDT.pdf,07.2023-Fluxo-de-Caixa-HDT,Materiais e insumos,HDT,ISG,0,2023,7,mensal,645416.76
2023,C:\OSS-Goias\documentos\ISG\HDT\2023\21_Relatorio_Comparativo_Recursos\07.2023-Fluxo-de-Caixa-HDT.pdf,07.2023-Fluxo-de-Caixa-HDT,"Tributos, Impostos, Taxas e Contribuições",HDT,ISG,0,2023,7,mensal,321902.24
2023,C:\OSS-Goias\documentos\ISG\HDT\2023\21_Relatorio_Comparativo_Recursos\07.2023-Fluxo-de-Caixa-HDT.pdf,07.2023-Fluxo-de-Caixa-HDT,Despesa Administrativa (rateio),HDT,ISG,0,2023,7,mensal,222611.51
2023,C:\OSS-Goias\documentos\ISG\HDT\2023\21_Relatorio_Comparativo_Recursos\07.2023-Fluxo-de-Caixa-HDT.pdf,07.2023-Fluxo-de-Caixa-HDT,Outras Saídas,HDT,ISG,0,2023,7,mensal,64215.26
2023,C:\OSS-Goias\documentos\ISG\HDT\2023\21_Relatorio_Comparativo_Recursos\07.2023-Fluxo-de-Caixa-HDT.pdf,07.2023-Fluxo-de-Caixa-HDT,Investimentos,HDT,ISG,0,2023,7,mensal,793.69
2023,C:\OSS-Goias\documentos\ISG\HDT\2023\21_Relatorio_Comparativo_Recursos\08.2023-Fluxo-de-Caixa-HDT.pdf,08.2023-Fluxo-de-Caixa-HDT,Pessoal,HDT,ISG,0,2023,8,mensal,2024058.96
2023,C:\OSS-Goias\documentos\ISG\HDT\2023\21_Relatorio_Comparativo_Recursos\08.2023-Fluxo-de-Caixa-HDT.pdf,08.2023-Fluxo-de-Caixa-HDT,Serviços,HDT,ISG,0,2023,8,mensal,3577824.25
2023,C:\OSS-Goias\documentos\ISG\HDT\2023\21_Relatorio_Comparativo_Recursos\08.2023-Fluxo-de-Caixa-HDT.pdf,08.2023-Fluxo-de-Caixa-HDT,Materiais e insumos,HDT,ISG,0,2023,8,mensal,734435.67
2023,C:\OSS-Goias\documentos\ISG\HDT\2023\21_Relatorio_Comparativo_Recursos\08.2023-Fluxo-de-Caixa-HDT.pdf,08.2023-Fluxo-de-Caixa-HDT,Encargos Sociais,HDT,ISG,0,2023,8,mensal,1374080.0
2023,C:\OSS-Goias\documentos\ISG\HDT\2023\21_Relatorio_Comparativo_Recursos\08.2023-Fluxo-de-Caixa-HDT.pdf,08.2023-Fluxo-de-Caixa-HDT,Despesa Administrativa (rateio),HDT,ISG,0,2023,8,mensal,207254.26
2023,C:\OSS-Goias\documentos\ISG\HDT\2023\21_Relatorio_Comparativo_Recursos\08.2023-Fluxo-de-Caixa-HDT.pdf,08.2023-Fluxo-de-Caixa-HDT,Outras Saídas,HDT,ISG,0,2023,8,mensal,5015.35
2023,C:\OSS-Goias\documentos\ISG\HDT\2023\21_Relatorio_Comparativo_Recursos\09.2023-Fluxo-de-Caixa-HDT.pdf,09.2023-Fluxo-de-Caixa-HDT,Pessoal,HDT,ISG,0,2023,9,mensal,1969293.84
2023,C:\OSS-Goias\documentos\ISG\HDT\2023\21_Relatorio_Comparativo_Recursos\09.2023-Fluxo-de-Caixa-HDT.pdf,09.2023-Fluxo-de-Caixa-HDT,Serviços,HDT,ISG,0,2023,9,mensal,3436391.53
2023,C:\OSS-Goias\documentos\ISG\HDT\2023\21_Relatorio_Comparativo_Recursos\09.2023-Fluxo-de-Caixa-HDT.pdf,09.2023-Fluxo-de-Caixa-HDT,Materiais e insumos,HDT,ISG,0,2023,9,mensal,648691.47
2023,C:\OSS-Goias\documentos\ISG\HDT\2023\21_Relatorio_Comparativo_Recursos\09.2023-Fluxo-de-Caixa-HDT.pdf,09.2023-Fluxo-de-Caixa-HDT,"Tributos, Impostos, Taxas e Contribuições",HDT,ISG,0,2023,9,mensal,315976.43
2023,C:\OSS-Goias\documentos\ISG\HDT\2023\21_Relatorio_Comparativo_Recursos\09.2023-Fluxo-de-Caixa-HDT.pdf,09.2023-Fluxo-de-Caixa-HDT,Encargos Sociais,HDT,ISG,0,2023,9,mensal,1273085.77
2023,C:\OSS-Goias\documentos\ISG\HDT\2023\21_Relatorio_Comparativo_Recursos\09.2023-Fluxo-de-Caixa-HDT.pdf,09.2023-Fluxo-de-Caixa-HDT,Despesa Administrativa (rateio),HDT,ISG,0,2023,9,mensal,292765.76
2023,C:\OSS-Goias\documentos\ISG\HDT\2023\21_Relatorio_Comparativo_Recursos\09.2023-Fluxo-de-Caixa-HDT.pdf,09.2023-Fluxo-de-Caixa-HDT,Outras Saídas,HDT,ISG,0,2023,9,mensal,175765.84
2023,C:\OSS-Goias\documentos\FUNEV\HEANA\2023\21_Relatorio_Comparativo_Recursos\1 Relatório financeiro Mensal Heana.pdf,1 Relatório financeiro Mensal Heana,Pessoal,HEANA,FUNEV,0,2023,4,mensal,3854866.4
2023,C:\OSS-Goias\documentos\FUNEV\HEANA\2023\21_Relatorio_Comparativo_Recursos\1 Relatório financeiro Mensal Heana.pdf,1 Relatório financeiro Mensal Heana,Serviços,HEANA,FUNEV,0,2023,4,mensal,1318120.75
2023,C:\OSS-Goias\documentos\FUNEV\HEANA\2023\21_Relatorio_Comparativo_Recursos\1 Relatório financeiro Mensal Heana.pdf,1 Relatório financeiro Mensal Heana,Materiais e Insumos,HEANA,FUNEV,0,2023,4,mensal,1041657.63
2023,C:\OSS-Goias\documentos\FUNEV\HEANA\2023\21_Relatorio_Comparativo_Recursos\1 Relatório financeiro Mensal Heana.pdf,1 Relatório financeiro Mensal Heana,"Tributos: Impostos, Taxas e Contribuições",HEANA,FUNEV,0,2023,4,mensal,569911.48
2023,C:\OSS-Goias\documentos\FUNEV\HEANA\2023\21_Relatorio_Comparativo_Recursos\1 Relatório financeiro Mensal Heana.pdf,1 Relatório financeiro Mensal Heana,Encargos Sociais,HEANA,FUNEV,0,2023,4,mensal,633311.17
2023,C:\OSS-Goias\documentos\FUNEV\HEANA\2023\21_Relatorio_Comparativo_Recursos\1 Relatório financeiro Mensal Heana.pdf,1 Relatório financeiro Mensal Heana,Despesa Administrativa,HEANA,FUNEV,0,2023,4,mensal,50383.28
2023,C:\OSS-Goias\documentos\FUNEV\HEANA\2023\21_Relatorio_Comparativo_Recursos\1 Relatório financeiro Mensal Heana.pdf,1 Relatório financeiro Mensal Heana,"Outros (Concessionárias, desp. viagem, bancárias, encargos s/ Aplicação)",HEANA,FUNEV,0,2023,4,mensal,35725.88
2023,C:\OSS-Goias\documentos\FUNEV\HEANA\2023\21_Relatorio_Comparativo_Recursos\1 Relatório financeiro Mensal Heana.pdf,1 Relatório financeiro Mensal Heana,Investimentos - Aquisições de Bens,HEANA,FUNEV,0,2023,4,mensal,41664.26
2023,C:\OSS-Goias\documentos\ISG\HDT\2023\21_Relatorio_Comparativo_Recursos\10.2023-Fluxo-de-Caixa-HDT-1.pdf,10.2023-Fluxo-de-Caixa-HDT-1,Pessoal,HDT,ISG,0,2023,10,mensal,1954106.19
2023,C:\OSS-Goias\documentos\ISG\HDT\2023\21_Relatorio_Comparativo_Recursos\10.2023-Fluxo-de-Caixa-HDT-1.pdf,10.2023-Fluxo-de-Caixa-HDT-1,Serviços,HDT,ISG,0,2023,10,mensal,2738450.94
2023,C:\OSS-Goias\documentos\ISG\HDT\2023\21_Relatorio_Comparativo_Recursos\10.2023-Fluxo-de-Caixa-HDT-1.pdf,10.2023-Fluxo-de-Caixa-HDT-1,Materiais e insumos,HDT,ISG,0,2023,10,mensal,1246552.77
2023,C:\OSS-Goias\documentos\ISG\HDT\2023\21_Relatorio_Comparativo_Recursos\10.2023-Fluxo-de-Caixa-HDT-1.pdf,10.2023-Fluxo-de-Caixa-HDT-1,"Tributos, Impostos, Taxas e Contribuições",HDT,ISG,0,2023,10,mensal,326486.66
2023,C:\OSS-Goias\documentos\ISG\HDT\2023\21_Relatorio_Comparativo_Recursos\10.2023-Fluxo-de-Caixa-HDT-1.pdf,10.2023-Fluxo-de-Caixa-HDT-1,Encargos Sociais,HDT,ISG,0,2023,10,mensal,1318353.03
2023,C:\OSS-Goias\documentos\ISG\HDT\2023\21_Relatorio_Comparativo_Recursos\10.2023-Fluxo-de-Caixa-HDT-1.pdf,10.2023-Fluxo-de-Caixa-HDT-1,Despesa Administrativa (rateio),HDT,ISG,0,2023,10,mensal,214777.33
2023,C:\OSS-Goias\documentos\ISG\HDT\2023\21_Relatorio_Comparativo_Recursos\10.2023-Fluxo-de-Caixa-HDT-1.pdf,10.2023-Fluxo-de-Caixa-HDT-1,Outras Saídas,HDT,ISG,0,2023,10,mensal,4452.45
2023,C:\OSS-Goias\documentos\ISG\HDT\2023\21_Relatorio_Comparativo_Recursos\11.2023-Fluxo-de-Caixa-HDT.pdf,11.2023-Fluxo-de-Caixa-HDT,Pessoal,HDT,ISG,0,2023,11,mensal,2838766.7
2023,C:\OSS-Goias\documentos\ISG\HDT\2023\21_Relatorio_Comparativo_Recursos\11.2023-Fluxo-de-Caixa-HDT.pdf,11.2023-Fluxo-de-Caixa-HDT,Encargos Sociais,HDT,ISG,0,2023,11,mensal,1318607.96
2023,C:\OSS-Goias\documentos\ISG\HDT\2023\21_Relatorio_Comparativo_Recursos\11.2023-Fluxo-de-Caixa-HDT.pdf,11.2023-Fluxo-de-Caixa-HDT,Serviços,HDT,ISG,0,2023,11,mensal,3076247.18
2023,C:\OSS-Goias\documentos\ISG\HDT\2023\21_Relatorio_Comparativo_Recursos\11.2023-Fluxo-de-Caixa-HDT.pdf,11.2023-Fluxo-de-Caixa-HDT,Materiais e Insumos,HDT,ISG,0,2023,11,mensal,431676.33
2023,C:\OSS-Goias\documentos\ISG\HDT\2023\21_Relatorio_Comparativo_Recursos\11.2023-Fluxo-de-Caixa-HDT.pdf,11.2023-Fluxo-de-Caixa-HDT,"Tributos, Impostos, Taxas e Contribuições",HDT,ISG,0,2023,11,mensal,319193.25
2023,C:\OSS-Goias\documentos\ISG\HDT\2023\21_Relatorio_Comparativo_Recursos\11.2023-Fluxo-de-Caixa-HDT.pdf,11.2023-Fluxo-de-Caixa-HDT,Despesa Administrativa (Rateio),HDT,ISG,0,2023,11,mensal,205660.99
2023,C:\OSS-Goias\documentos\ISG\HDT\2023\21_Relatorio_Comparativo_Recursos\11.2023-Fluxo-de-Caixa-HDT.pdf,11.2023-Fluxo-de-Caixa-HDT,Outras Saídas (Bloqueio Bancário),HDT,ISG,0,2023,11,mensal,65718.51
2023,C:\OSS-Goias\documentos\ISG\HDT\2023\21_Relatorio_Comparativo_Recursos\11.2023-Fluxo-de-Caixa-HDT.pdf,11.2023-Fluxo-de-Caixa-HDT,Outras Saídas (Aporte Fundo Fixo 11/2023),HDT,ISG,0,2023,11,mensal,3300.0
2023,C:\OSS-Goias\documentos\ISG\HDT\2023\21_Relatorio_Comparativo_Recursos\11.2023-Fluxo-de-Caixa-HDT.pdf,11.2023-Fluxo-de-Caixa-HDT,Outras Saídas (Restituição Fundo Fixo 11/2023),HDT,ISG,0,2023,11,mensal,1978.19
2023,C:\OSS-Goias\documentos\ISG\HDT\2023\21_Relatorio_Comparativo_Recursos\12.2023-Fluxo-de-Caixa-Sipef-HDT.pdf,12.2023-Fluxo-de-Caixa-Sipef-HDT,Pessoal,HDT,ISG,0,2023,12,mensal,2713088.63
2023,C:\OSS-Goias\documentos\ISG\HDT\2023\21_Relatorio_Comparativo_Recursos\12.2023-Fluxo-de-Caixa-Sipef-HDT.pdf,12.2023-Fluxo-de-Caixa-Sipef-HDT,Serviços,HDT,ISG,0,2023,12,mensal,2627333.03
2023,C:\OSS-Goias\documentos\ISG\HDT\2023\21_Relatorio_Comparativo_Recursos\12.2023-Fluxo-de-Caixa-Sipef-HDT.pdf,12.2023-Fluxo-de-Caixa-Sipef-HDT,Materiais e Insumos,HDT,ISG,0,2023,12,mensal,436362.4
2023,C:\OSS-Goias\documentos\ISG\HDT\2023\21_Relatorio_Comparativo_Recursos\12.2023-Fluxo-de-Caixa-Sipef-HDT.pdf,12.2023-Fluxo-de-Caixa-Sipef-HDT,"Tributos, Impostos, Taxas e Contribuições",HDT,ISG,0,2023,12,mensal,1275722.14
2023,C:\OSS-Goias\documentos\ISG\HDT\2023\21_Relatorio_Comparativo_Recursos\12.2023-Fluxo-de-Caixa-Sipef-HDT.pdf,12.2023-Fluxo-de-Caixa-Sipef-HDT,Encargos Sociais,HDT,ISG,0,2023,12,mensal,1346715.3
2023,C:\OSS-Goias\documentos\ISG\HDT\2023\21_Relatorio_Comparativo_Recursos\12.2023-Fluxo-de-Caixa-Sipef-HDT.pdf,12.2023-Fluxo-de-Caixa-Sipef-HDT,Despesa Administrativa (Rateio),HDT,ISG,0,2023,12,mensal,215389.24
2023,C:\OSS-Goias\documentos\ISG\HDT\2023\21_Relatorio_Comparativo_Recursos\12.2023-Fluxo-de-Caixa-Sipef-HDT.pdf,12.2023-Fluxo-de-Caixa-Sipef-HDT,Outras Saídas,HDT,ISG,0,2023,12,mensal,74258.95
2023,C:\OSS-Goias\documentos\FUNEV\HEANA\2023\21_Relatorio_Comparativo_Recursos\1697844107214-Heana.pdf,1697844107214-Heana,Pessoal,HEANA,FUNEV,0,2023,9,mensal,3756576.53
2023,C:\OSS-Goias\documentos\FUNEV\HEANA\2023\21_Relatorio_Comparativo_Recursos\1697844107214-Heana.pdf,1697844107214-Heana,Serviços,HEANA,FUNEV,0,2023,9,mensal,1329116.34
2023,C:\OSS-Goias\documentos\FUNEV\HEANA\2023\21_Relatorio_Comparativo_Recursos\1697844107214-Heana.pdf,1697844107214-Heana,Materiais e Insumos,HEANA,FUNEV,0,2023,9,mensal,2022512.92
2023,C:\OSS-Goias\documentos\FUNEV\HEANA\2023\21_Relatorio_Comparativo_Recursos\1697844107214-Heana.pdf,1697844107214-Heana,"Tributos: Impostos, Taxas e Contribuições",HEANA,FUNEV,0,2023,9,mensal,496053.95
2023,C:\OSS-Goias\documentos\FUNEV\HEANA\2023\21_Relatorio_Comparativo_Recursos\1697844107214-Heana.pdf,1697844107214-Heana,Encargos Sociais,HEANA,FUNEV,0,2023,9,mensal,762655.64
2023,C:\OSS-Goias\documentos\FUNEV\HEANA\2023\21_Relatorio_Comparativo_Recursos\1697844107214-Heana.pdf,1697844107214-Heana,Despesa Administrativa,HEANA,FUNEV,0,2023,9,mensal,365164.01
