_ano_pasta,_doc_path,_filename,hospital,indicador,meta,oss_gestora,perc_atingimento,periodo.ano,periodo.mes,periodo.tipo_periodo,realizado,status
2022,C:\OSS-Goias\documentos\Instituto Patris\HEL\2022\34_Relatorio_Producao\id1838_Relatório Gerencial de Produção (Junho_2022).pdf,id1838_Relatório Gerencial de Produção (Junho_2022),HEL,Cirurgia Programada,104,Instituto Patris,-1,2022,7,mensal,0,nao_atingido
2022,C:\OSS-Goias\documentos\Instituto Patris\HEL\2022\34_Relatorio_Producao\id1838_Relatório Gerencial de Produção (Junho_2022).pdf,id1838_Relatório Gerencial de Produção (Junho_2022),HEL,Cirurgia Ambulatorial,176,Instituto Patris,-1,2022,7,mensal,0,nao_atingido
2022,C:\OSS-Goias\documentos\Instituto Patris\HEL\2022\34_Relatorio_Producao\id1838_Relatório Gerencial de Produção (Junho_2022).pdf,id1838_Relatório Gerencial de Produção (Junho_2022),HEL,Atendimento Ambulatorial - Consulta Médica,1114,Instituto Patris,-1,2022,7,mensal,0,nao_atingido
2022,C:\OSS-Goias\documentos\Instituto Patris\HEL\2022\34_Relatorio_Producao\id1838_Relatório Gerencial de Produção (Junho_2022).pdf,id1838_Relatório Gerencial de Produção (Junho_2022),HEL,Atendimento Ambulatorial - Consulta Não Médica,792,Instituto Patris,-1,2022,7,mensal,0,nao_atingido
2022,C:\OSS-Goias\documentos\Instituto Patris\HEL\2022\34_Relatorio_Producao\id1838_Relatório Gerencial de Produção (Junho_2022).pdf,id1838_Relatório Gerencial de Produção (Junho_2022),HEL,SADT Externo Realizado - Colonoscopia,60,Instituto Patris,-1,2022,7,mensal,14,nao_atingido
2022,C:\OSS-Goias\documentos\Instituto Patris\HEL\2022\34_Relatorio_Producao\id1838_Relatório Gerencial de Produção (Junho_2022).pdf,id1838_Relatório Gerencial de Produção (Junho_2022),HEL,SADT Externo Realizado - Ecocardiograma,40,Instituto Patris,-1,2022,7,mensal,22,nao_atingido
2022,C:\OSS-Goias\documentos\Instituto Patris\HEL\2022\34_Relatorio_Producao\id1838_Relatório Gerencial de Produção (Junho_2022).pdf,id1838_Relatório Gerencial de Produção (Junho_2022),HEL,SADT Externo Realizado - Endoscopia,50,Instituto Patris,-1,2022,7,mensal,20,nao_atingido
2022,C:\OSS-Goias\documentos\Instituto Patris\HEL\2022\34_Relatorio_Producao\id1838_Relatório Gerencial de Produção (Junho_2022).pdf,id1838_Relatório Gerencial de Produção (Junho_2022),HEL,SADT Externo Realizado - Raio X,80,Instituto Patris,-1,2022,7,mensal,0,nao_atingido
2022,C:\OSS-Goias\documentos\Instituto Patris\HEL\2022\34_Relatorio_Producao\id1838_Relatório Gerencial de Produção (Junho_2022).pdf,id1838_Relatório Gerencial de Produção (Junho_2022),HEL,SADT Externo Realizado - Tomografia,600,Instituto Patris,-1,2022,7,mensal,329,nao_atingido
2022,C:\OSS-Goias\documentos\Instituto Patris\HEL\2022\34_Relatorio_Producao\id1838_Relatório Gerencial de Produção (Junho_2022).pdf,id1838_Relatório Gerencial de Produção (Junho_2022),HEL,SADT Externo Realizado - USG/Doppler,40,Instituto Patris,-1,2022,7,mensal,38,parcial
2022,C:\OSS-Goias\documentos\Instituto Patris\HEL\2022\34_Relatorio_Producao\id1838_Relatório Gerencial de Produção (Junho_2022).pdf,id1838_Relatório Gerencial de Produção (Junho_2022),HEL,SADT Externo Realizado - USG,400,Instituto Patris,-1,2022,7,mensal,2,nao_atingido
2022,C:\OSS-Goias\documentos\Instituto Patris\HEL\2022\34_Relatorio_Producao\id1839_Relatório Gerencial de Produção (Julho_2022).pdf,id1839_Relatório Gerencial de Produção (Julho_2022),HEL,Internações (Saídas Hospitalares),433,Instituto Patris,-1,2022,7,mensal,71,nao_atingido
2022,C:\OSS-Goias\documentos\Instituto Patris\HEL\2022\34_Relatorio_Producao\id1839_Relatório Gerencial de Produção (Julho_2022).pdf,id1839_Relatório Gerencial de Produção (Julho_2022),HEL,Cirurgias,280,Instituto Patris,-1,2022,7,mensal,0,nao_atingido
2022,C:\OSS-Goias\documentos\Instituto Patris\HEL\2022\34_Relatorio_Producao\id1839_Relatório Gerencial de Produção (Julho_2022).pdf,id1839_Relatório Gerencial de Produção (Julho_2022),HEL,Atendimento Ambulatorial,1906,Instituto Patris,-1,2022,7,mensal,0,nao_atingido
2022,C:\OSS-Goias\documentos\Instituto Patris\HEL\2022\34_Relatorio_Producao\id1839_Relatório Gerencial de Produção (Julho_2022).pdf,id1839_Relatório Gerencial de Produção (Julho_2022),HEL,SADT Externo,1270,Instituto Patris,-1,2022,7,mensal,425,nao_atingido
2022,C:\OSS-Goias\documentos\Instituto Patris\HEL\2022\34_Relatorio_Producao\id1839_Relatório Gerencial de Produção (Julho_2022).pdf,id1839_Relatório Gerencial de Produção (Julho_2022),HEL,Hospital Dia,176,Instituto Patris,-1,2022,7,mensal,5,nao_atingido
2022,C:\OSS-Goias\documentos\Instituto Patris\HEL\2022\34_Relatorio_Producao\id1839_Relatório Gerencial de Produção (Julho_2022).pdf,id1839_Relatório Gerencial de Produção (Julho_2022),HEL,Atendimento de Urgência e Emergência,-1,Instituto Patris,-1,2022,7,mensal,1123,
2022,C:\OSS-Goias\documentos\Instituto Patris\HEL\2022\34_Relatorio_Producao\id1839_Relatório Gerencial de Produção (Julho_2022).pdf,id1839_Relatório Gerencial de Produção (Julho_2022),HEL,Total,4065,Instituto Patris,-1,2022,7,mensal,1624,nao_atingido
2022,C:\OSS-Goias\documentos\Instituto Patris\HEL\2022\34_Relatorio_Producao\id1839_Relatório Gerencial de Produção (Julho_2022).pdf,id1839_Relatório Gerencial de Produção (Julho_2022),HEL,Internações - Clínica Médica,200,Instituto Patris,-1,2022,7,mensal,56,nao_atingido
2022,C:\OSS-Goias\documentos\Instituto Patris\HEL\2022\34_Relatorio_Producao\id1839_Relatório Gerencial de Produção (Julho_2022).pdf,id1839_Relatório Gerencial de Produção (Julho_2022),HEL,Internações - Clínica Obstétrica,104,Instituto Patris,-1,2022,7,mensal,0,nao_atingido
2022,C:\OSS-Goias\documentos\Instituto Patris\HEL\2022\34_Relatorio_Producao\id1839_Relatório Gerencial de Produção (Julho_2022).pdf,id1839_Relatório Gerencial de Produção (Julho_2022),HEL,Internações - Clínica Cirúrgica,129,Instituto Patris,-1,2022,7,mensal,0,nao_atingido
2022,C:\OSS-Goias\documentos\Instituto Patris\HEL\2022\34_Relatorio_Producao\id1839_Relatório Gerencial de Produção (Julho_2022).pdf,id1839_Relatório Gerencial de Produção (Julho_2022),HEL,Cirurgia Programada,104,Instituto Patris,-1,2022,7,mensal,0,nao_atingido
2022,C:\OSS-Goias\documentos\Instituto Patris\HEL\2022\34_Relatorio_Producao\id1839_Relatório Gerencial de Produção (Julho_2022).pdf,id1839_Relatório Gerencial de Produção (Julho_2022),HEL,Cirurgia Ambulatorial,176,Instituto Patris,-1,2022,7,mensal,0,nao_atingido
2022,C:\OSS-Goias\documentos\Instituto Patris\HEL\2022\34_Relatorio_Producao\id1839_Relatório Gerencial de Produção (Julho_2022).pdf,id1839_Relatório Gerencial de Produção (Julho_2022),HEL,Consulta Médica,1114,Instituto Patris,-1,2022,7,mensal,0,nao_atingido
2022,C:\OSS-Goias\documentos\Instituto Patris\HEL\2022\34_Relatorio_Producao\id1839_Relatório Gerencial de Produção (Julho_2022).pdf,id1839_Relatório Gerencial de Produção (Julho_2022),HEL,Consulta Não Médica,792,Instituto Patris,-1,2022,7,mensal,0,nao_atingido
2022,C:\OSS-Goias\documentos\Instituto Patris\HEL\2022\34_Relatorio_Producao\id1839_Relatório Gerencial de Produção (Julho_2022).pdf,id1839_Relatório Gerencial de Produção (Julho_2022),HEL,SADT Externo (Realizado) - Colonoscopia,60,Instituto Patris,-1,2022,7,mensal,14,nao_atingido
2022,C:\OSS-Goias\documentos\Instituto Patris\HEL\2022\34_Relatorio_Producao\id1839_Relatório Gerencial de Produção (Julho_2022).pdf,id1839_Relatório Gerencial de Produção (Julho_2022),HEL,SADT Externo (Realizado) - Ecocardiograma,40,Instituto Patris,-1,2022,7,mensal,22,nao_atingido
2022,C:\OSS-Goias\documentos\Instituto Patris\HEL\2022\34_Relatorio_Producao\id1839_Relatório Gerencial de Produção (Julho_2022).pdf,id1839_Relatório Gerencial de Produção (Julho_2022),HEL,SADT Externo (Realizado) - Endoscopia,50,Instituto Patris,-1,2022,7,mensal,20,nao_atingido
2022,C:\OSS-Goias\documentos\Instituto Patris\HEL\2022\34_Relatorio_Producao\id1839_Relatório Gerencial de Produção (Julho_2022).pdf,id1839_Relatório Gerencial de Produção (Julho_2022),HEL,SADT Externo (Realizado) - Raio X,80,Instituto Patris,-1,2022,7,mensal,0,nao_atingido
2022,C:\OSS-Goias\documentos\Instituto Patris\HEL\2022\34_Relatorio_Producao\id1839_Relatório Gerencial de Produção (Julho_2022).pdf,id1839_Relatório Gerencial de Produção (Julho_2022),HEL,SADT Externo (Realizado) - Tomografia,600,Instituto Patris,-1,2022,7,mensal,329,nao_atingido
2022,C:\OSS-Goias\documentos\Instituto Patris\HEL\2022\34_Relatorio_Producao\id1839_Relatório Gerencial de Produção (Julho_2022).pdf,id1839_Relatório Gerencial de Produção (Julho_2022),HEL,SADT Externo (Realizado) - USG/Doppler,40,Instituto Patris,-1,2022,7,mensal,38,parcial
2022,C:\OSS-Goias\documentos\Instituto Patris\HEL\2022\34_Relatorio_Producao\id1839_Relatório Gerencial de Produção (Julho_2022).pdf,id1839_Relatório Gerencial de Produção (Julho_2022),HEL,SADT Externo (Realizado) - USG,400,Instituto Patris,-1,2022,7,mensal,2,nao_atingido
2022,C:\OSS-Goias\documentos\Instituto Patris\HEL\2022\34_Relatorio_Producao\id1839_Relatório Gerencial de Produção (Julho_2022).pdf,id1839_Relatório Gerencial de Produção (Julho_2022),HEL,SADT Externo (Realizado) - Total,1270,Instituto Patris,-1,2022,7,mensal,425,nao_atingido
2022,C:\OSS-Goias\documentos\Instituto Patris\HEL\2022\34_Relatorio_Producao\id1840_Relatório Gerencial de Produção (Agosto_2022).pdf,id1840_Relatório Gerencial de Produção (Agosto_2022),HEL,Internações (Saidas Hospitalares),433,Instituto Patris,-1,2022,8,mensal,72,nao_atingido
2022,C:\OSS-Goias\documentos\Instituto Patris\HEL\2022\34_Relatorio_Producao\id1840_Relatório Gerencial de Produção (Agosto_2022).pdf,id1840_Relatório Gerencial de Produção (Agosto_2022),HEL,Cirurgias,280,Instituto Patris,-1,2022,8,mensal,0,nao_atingido
2022,C:\OSS-Goias\documentos\Instituto Patris\HEL\2022\34_Relatorio_Producao\id1840_Relatório Gerencial de Produção (Agosto_2022).pdf,id1840_Relatório Gerencial de Produção (Agosto_2022),HEL,Atendimento Ambulatorial,1906,Instituto Patris,-1,2022,8,mensal,10,nao_atingido
2022,C:\OSS-Goias\documentos\Instituto Patris\HEL\2022\34_Relatorio_Producao\id1840_Relatório Gerencial de Produção (Agosto_2022).pdf,id1840_Relatório Gerencial de Produção (Agosto_2022),HEL,SADT Externo,1270,Instituto Patris,-1,2022,8,mensal,522,nao_atingido
2022,C:\OSS-Goias\documentos\Instituto Patris\HEL\2022\34_Relatorio_Producao\id1840_Relatório Gerencial de Produção (Agosto_2022).pdf,id1840_Relatório Gerencial de Produção (Agosto_2022),HEL,Hospital dia,176,Instituto Patris,-1,2022,8,mensal,4,nao_atingido
2022,C:\OSS-Goias\documentos\Instituto Patris\HEL\2022\34_Relatorio_Producao\id1840_Relatório Gerencial de Produção (Agosto_2022).pdf,id1840_Relatório Gerencial de Produção (Agosto_2022),HEL,Atendimento de Urgência e emergência,-1,Instituto Patris,-1,2022,8,mensal,1157,
2022,C:\OSS-Goias\documentos\Instituto Patris\HEL\2022\34_Relatorio_Producao\id1840_Relatório Gerencial de Produção (Agosto_2022).pdf,id1840_Relatório Gerencial de Produção (Agosto_2022),HEL,Total,4065,Instituto Patris,-1,2022,8,mensal,1765,nao_atingido
2022,C:\OSS-Goias\documentos\Instituto Patris\HEL\2022\34_Relatorio_Producao\id1840_Relatório Gerencial de Produção (Agosto_2022).pdf,id1840_Relatório Gerencial de Produção (Agosto_2022),HEL,Internações - Clinica Médica,200,Instituto Patris,-1,2022,8,mensal,49,nao_atingido
2022,C:\OSS-Goias\documentos\Instituto Patris\HEL\2022\34_Relatorio_Producao\id1840_Relatório Gerencial de Produção (Agosto_2022).pdf,id1840_Relatório Gerencial de Produção (Agosto_2022),HEL,Internações - Clinica Obstetrica,104,Instituto Patris,-1,2022,8,mensal,16,nao_atingido
2022,C:\OSS-Goias\documentos\Instituto Patris\HEL\2022\34_Relatorio_Producao\id1840_Relatório Gerencial de Produção (Agosto_2022).pdf,id1840_Relatório Gerencial de Produção (Agosto_2022),HEL,Internações - Clinica Cirurgica,129,Instituto Patris,-1,2022,8,mensal,0,nao_atingido
2022,C:\OSS-Goias\documentos\Instituto Patris\HEL\2022\34_Relatorio_Producao\id1840_Relatório Gerencial de Produção (Agosto_2022).pdf,id1840_Relatório Gerencial de Produção (Agosto_2022),HEL,Cirurgia Programada,104,Instituto Patris,-1,2022,8,mensal,0,nao_atingido
2022,C:\OSS-Goias\documentos\Instituto Patris\HEL\2022\34_Relatorio_Producao\id1840_Relatório Gerencial de Produção (Agosto_2022).pdf,id1840_Relatório Gerencial de Produção (Agosto_2022),HEL,Cirurgia ambulatorial,176,Instituto Patris,-1,2022,8,mensal,0,nao_atingido
2022,C:\OSS-Goias\documentos\Instituto Patris\HEL\2022\34_Relatorio_Producao\id1840_Relatório Gerencial de Produção (Agosto_2022).pdf,id1840_Relatório Gerencial de Produção (Agosto_2022),HEL,Atendimento ambulatorial - Consulta médica,1114,Instituto Patris,-1,2022,8,mensal,10,nao_atingido
2022,C:\OSS-Goias\documentos\Instituto Patris\HEL\2022\34_Relatorio_Producao\id1840_Relatório Gerencial de Produção (Agosto_2022).pdf,id1840_Relatório Gerencial de Produção (Agosto_2022),HEL,Atendimento ambulatorial - Consulta não médica,792,Instituto Patris,-1,2022,8,mensal,0,nao_atingido
2022,C:\OSS-Goias\documentos\Instituto Patris\HEL\2022\34_Relatorio_Producao\id1840_Relatório Gerencial de Produção (Agosto_2022).pdf,id1840_Relatório Gerencial de Produção (Agosto_2022),HEL,SADT Externo Ofertado - Colonoscopia,60,Instituto Patris,-1,2022,8,mensal,60,atingido
2022,C:\OSS-Goias\documentos\Instituto Patris\HEL\2022\34_Relatorio_Producao\id1840_Relatório Gerencial de Produção (Agosto_2022).pdf,id1840_Relatório Gerencial de Produção (Agosto_2022),HEL,SADT Externo Ofertado - Ecocardiograma,40,Instituto Patris,-1,2022,8,mensal,40,atingido
2022,C:\OSS-Goias\documentos\Instituto Patris\HEL\2022\34_Relatorio_Producao\id1840_Relatório Gerencial de Produção (Agosto_2022).pdf,id1840_Relatório Gerencial de Produção (Agosto_2022),HEL,SADT Externo Ofertado - Endoscopia,50,Instituto Patris,-1,2022,8,mensal,52,atingido
2022,C:\OSS-Goias\documentos\Instituto Patris\HEL\2022\34_Relatorio_Producao\id1840_Relatório Gerencial de Produção (Agosto_2022).pdf,id1840_Relatório Gerencial de Produção (Agosto_2022),HEL,SADT Externo Ofertado - Raio X,80,Instituto Patris,-1,2022,8,mensal,80,atingido
2022,C:\OSS-Goias\documentos\Instituto Patris\HEL\2022\34_Relatorio_Producao\id1840_Relatório Gerencial de Produção (Agosto_2022).pdf,id1840_Relatório Gerencial de Produção (Agosto_2022),HEL,SADT Externo Ofertado - Tomografia,600,Instituto Patris,-1,2022,8,mensal,600,atingido
2022,C:\OSS-Goias\documentos\Instituto Patris\HEL\2022\34_Relatorio_Producao\id1840_Relatório Gerencial de Produção (Agosto_2022).pdf,id1840_Relatório Gerencial de Produção (Agosto_2022),HEL,SADT Externo Ofertado - USG/Doppler,40,Instituto Patris,-1,2022,8,mensal,40,atingido
2022,C:\OSS-Goias\documentos\Instituto Patris\HEL\2022\34_Relatorio_Producao\id1840_Relatório Gerencial de Produção (Agosto_2022).pdf,id1840_Relatório Gerencial de Produção (Agosto_2022),HEL,SADT Externo Ofertado - USG,400,Instituto Patris,-1,2022,8,mensal,600,atingido
2022,C:\OSS-Goias\documentos\Instituto Patris\HEL\2022\34_Relatorio_Producao\id1840_Relatório Gerencial de Produção (Agosto_2022).pdf,id1840_Relatório Gerencial de Produção (Agosto_2022),HEL,SADT Externo Realizado - Colonoscopia,60,Instituto Patris,-1,2022,8,mensal,46,nao_atingido
2022,C:\OSS-Goias\documentos\Instituto Patris\HEL\2022\34_Relatorio_Producao\id1840_Relatório Gerencial de Produção (Agosto_2022).pdf,id1840_Relatório Gerencial de Produção (Agosto_2022),HEL,SADT Externo Realizado - Ecocardiograma,40,Instituto Patris,-1,2022,8,mensal,6,nao_atingido
2022,C:\OSS-Goias\documentos\Instituto Patris\HEL\2022\34_Relatorio_Producao\id1840_Relatório Gerencial de Produção (Agosto_2022).pdf,id1840_Relatório Gerencial de Produção (Agosto_2022),HEL,SADT Externo Realizado - Endoscopia,50,Instituto Patris,-1,2022,8,mensal,29,nao_atingido
2022,C:\OSS-Goias\documentos\Instituto Patris\HEL\2022\34_Relatorio_Producao\id1840_Relatório Gerencial de Produção (Agosto_2022).pdf,id1840_Relatório Gerencial de Produção (Agosto_2022),HEL,SADT Externo Realizado - Raio X,80,Instituto Patris,-1,2022,8,mensal,0,nao_atingido
2022,C:\OSS-Goias\documentos\Instituto Patris\HEL\2022\34_Relatorio_Producao\id1840_Relatório Gerencial de Produção (Agosto_2022).pdf,id1840_Relatório Gerencial de Produção (Agosto_2022),HEL,SADT Externo Realizado - Tomografia,600,Instituto Patris,-1,2022,8,mensal,517,nao_atingido
2022,C:\OSS-Goias\documentos\Instituto Patris\HEL\2022\34_Relatorio_Producao\id1840_Relatório Gerencial de Produção (Agosto_2022).pdf,id1840_Relatório Gerencial de Produção (Agosto_2022),HEL,SADT Externo Realizado - USG/Doppler,40,Instituto Patris,-1,2022,8,mensal,18,nao_atingido
2022,C:\OSS-Goias\documentos\Instituto Patris\HEL\2022\34_Relatorio_Producao\id1840_Relatório Gerencial de Produção (Agosto_2022).pdf,id1840_Relatório Gerencial de Produção (Agosto_2022),HEL,SADT Externo Realizado - USG,400,Instituto Patris,-1,2022,8,mensal,44,nao_atingido
2022,C:\OSS-Goias\documentos\Instituto Patris\HEL\2022\34_Relatorio_Producao\id1840_Relatório Gerencial de Produção (Agosto_2022).pdf,id1840_Relatório Gerencial de Produção (Agosto_2022),HEL,SADT Externo Realizado - Total,1270,Instituto Patris,-1,2022,8,mensal,660,nao_atingido
2022,C:\OSS-Goias\documentos\Instituto Patris\HEL\2022\34_Relatorio_Producao\id1840_Relatório Gerencial de Produção (Agosto_2022).pdf,id1840_Relatório Gerencial de Produção (Agosto_2022),HEL,Cirurgias Programadas por especialidades - Total,180,Instituto Patris,-1,2022,8,mensal,0,nao_atingido
2022,C:\OSS-Goias\documentos\Instituto Patris\HEL\2022\34_Relatorio_Producao\id1840_Relatório Gerencial de Produção (Agosto_2022).pdf,id1840_Relatório Gerencial de Produção (Agosto_2022),HEL,Cirurgias ambulatoriais por especialidades - Total,88,Instituto Patris,-1,2022,8,mensal,0,nao_atingido
2022,C:\OSS-Goias\documentos\Instituto Patris\HEL\2022\34_Relatorio_Producao\id1841_Relatório Gerencial de Produção (Setembro_2022).pdf,id1841_Relatório Gerencial de Produção (Setembro_2022),HEL,Internações (Saidas Hospitalares),433,Instituto Patris,-1,2022,9,mensal,164,nao_atingido
2022,C:\OSS-Goias\documentos\Instituto Patris\HEL\2022\34_Relatorio_Producao\id1841_Relatório Gerencial de Produção (Setembro_2022).pdf,id1841_Relatório Gerencial de Produção (Setembro_2022),HEL,Cirurgias,280,Instituto Patris,-1,2022,9,mensal,0,nao_atingido
2022,C:\OSS-Goias\documentos\Instituto Patris\HEL\2022\34_Relatorio_Producao\id1841_Relatório Gerencial de Produção (Setembro_2022).pdf,id1841_Relatório Gerencial de Produção (Setembro_2022),HEL,Atendimento Ambulatorial,1906,Instituto Patris,-1,2022,9,mensal,17,nao_atingido
2022,C:\OSS-Goias\documentos\Instituto Patris\HEL\2022\34_Relatorio_Producao\id1841_Relatório Gerencial de Produção (Setembro_2022).pdf,id1841_Relatório Gerencial de Produção (Setembro_2022),HEL,SADT Externo,1270,Instituto Patris,-1,2022,9,mensal,991,nao_atingido
2022,C:\OSS-Goias\documentos\Instituto Patris\HEL\2022\34_Relatorio_Producao\id1841_Relatório Gerencial de Produção (Setembro_2022).pdf,id1841_Relatório Gerencial de Produção (Setembro_2022),HEL,Hospital dia,176,Instituto Patris,-1,2022,9,mensal,2,nao_atingido
2022,C:\OSS-Goias\documentos\Instituto Patris\HEL\2022\34_Relatorio_Producao\id1841_Relatório Gerencial de Produção (Setembro_2022).pdf,id1841_Relatório Gerencial de Produção (Setembro_2022),HEL,Atendimento de Urgência e emergência,-1,Instituto Patris,-1,2022,9,mensal,1668,
2022,C:\OSS-Goias\documentos\Instituto Patris\HEL\2022\34_Relatorio_Producao\id1841_Relatório Gerencial de Produção (Setembro_2022).pdf,id1841_Relatório Gerencial de Produção (Setembro_2022),HEL,Total,4065,Instituto Patris,-1,2022,9,mensal,2836,nao_atingido
2022,C:\OSS-Goias\documentos\Instituto Patris\HEL\2022\34_Relatorio_Producao\id1841_Relatório Gerencial de Produção (Setembro_2022).pdf,id1841_Relatório Gerencial de Produção (Setembro_2022),HEL,Internações - Clinica Médica,200,Instituto Patris,-1,2022,9,mensal,81,nao_atingido
2022,C:\OSS-Goias\documentos\Instituto Patris\HEL\2022\34_Relatorio_Producao\id1841_Relatório Gerencial de Produção (Setembro_2022).pdf,id1841_Relatório Gerencial de Produção (Setembro_2022),HEL,Internações - Clinica Obstetrica,104,Instituto Patris,-1,2022,9,mensal,83,parcial
2022,C:\OSS-Goias\documentos\Instituto Patris\HEL\2022\34_Relatorio_Producao\id1841_Relatório Gerencial de Produção (Setembro_2022).pdf,id1841_Relatório Gerencial de Produção (Setembro_2022),HEL,Internações - Clinica Cirurgica,129,Instituto Patris,-1,2022,9,mensal,0,nao_atingido
2022,C:\OSS-Goias\documentos\Instituto Patris\HEL\2022\34_Relatorio_Producao\id1841_Relatório Gerencial de Produção (Setembro_2022).pdf,id1841_Relatório Gerencial de Produção (Setembro_2022),HEL,Cirurgia Programada,104,Instituto Patris,-1,2022,9,mensal,0,nao_atingido
2022,C:\OSS-Goias\documentos\Instituto Patris\HEL\2022\34_Relatorio_Producao\id1841_Relatório Gerencial de Produção (Setembro_2022).pdf,id1841_Relatório Gerencial de Produção (Setembro_2022),HEL,Cirurgia ambulatorial,176,Instituto Patris,-1,2022,9,mensal,0,nao_atingido
2022,C:\OSS-Goias\documentos\Instituto Patris\HEL\2022\34_Relatorio_Producao\id1841_Relatório Gerencial de Produção (Setembro_2022).pdf,id1841_Relatório Gerencial de Produção (Setembro_2022),HEL,Atendimento ambulatorial - Consulta médica,1114,Instituto Patris,-1,2022,9,mensal,17,nao_atingido
2022,C:\OSS-Goias\documentos\Instituto Patris\HEL\2022\34_Relatorio_Producao\id1841_Relatório Gerencial de Produção (Setembro_2022).pdf,id1841_Relatório Gerencial de Produção (Setembro_2022),HEL,Atendimento ambulatorial - Consulta não médica,792,Instituto Patris,-1,2022,9,mensal,0,nao_atingido
2022,C:\OSS-Goias\documentos\Instituto Patris\HEL\2022\34_Relatorio_Producao\id1841_Relatório Gerencial de Produção (Setembro_2022).pdf,id1841_Relatório Gerencial de Produção (Setembro_2022),HEL,SADT Externo Ofertado - Colonoscopia,60,Instituto Patris,-1,2022,9,mensal,60,atingido
2022,C:\OSS-Goias\documentos\Instituto Patris\HEL\2022\34_Relatorio_Producao\id1841_Relatório Gerencial de Produção (Setembro_2022).pdf,id1841_Relatório Gerencial de Produção (Setembro_2022),HEL,SADT Externo Ofertado - Ecocardiograma,40,Instituto Patris,-1,2022,9,mensal,40,atingido
2022,C:\OSS-Goias\documentos\Instituto Patris\HEL\2022\34_Relatorio_Producao\id1841_Relatório Gerencial de Produção (Setembro_2022).pdf,id1841_Relatório Gerencial de Produção (Setembro_2022),HEL,SADT Externo Ofertado - Endoscopia,50,Instituto Patris,-1,2022,9,mensal,52,atingido
2022,C:\OSS-Goias\documentos\Instituto Patris\HEL\2022\34_Relatorio_Producao\id1841_Relatório Gerencial de Produção (Setembro_2022).pdf,id1841_Relatório Gerencial de Produção (Setembro_2022),HEL,SADT Externo Ofertado - Raio X,80,Instituto Patris,-1,2022,9,mensal,80,atingido
